lon,lat,east_vel,north_vel,east_sig,north_sig,correlation,other1,tog,name,up_vel,up_sig,east_adjust,north_adjust,up_adjust
239.636,36.052,-8.994,13.653,1.5,1.5,-0.003,14,true,P607_PBO,0,1,0,0,0
242.546,36.053,-7.043,6.623,0.728,0.728,-0.022,23,true,STEV_GPS,0,1,0,0,0
238.423,36.055,-25.412,33.273,1.8,1.8,0.003,3,true,SC04_PBO,0,1,0,0,0
242.116,36.062,-7.775,8.371,1.1,1.11,-0.017,6,true,TUNG_GPS,0,1,0,0,0
242.454,36.067,-7.882,6.753,1.28,1.28,0.003,23,true,SUTB_GPS,0,1,0,0,0
239.457,36.089,-8.994,12.057,1.4,1.5,-0.003,18,true,USGC_PBO,0,1,0,0,0
242.328,36.094,-9.959,6.074,1.14,1.12,-0.011,6,true,TILL_GPS,0,1,0,0,0
242.368,36.107,-8.19,5.99,1.29,1.3,0.003,23,true,TID3_GPS,0,1,0,0,0
239.56,36.123,-9.692,11.055,1.1,1.1,-0.004,14,true,BMHL_PBO,0,1,0,0,0
239.121,36.14,-29.994,32.065,0.9,0.7,0.001,3,true,CTMS_PBO,0,1,0,0,0
242.325,36.15,-8.914,5.348,0.731,0.738,-0.02,6,true,TIMB_GPS,0,1,0,0,0
250.481,36.15,-0.753,-0.6,1.2,0.8,0.003,1,true,P16X_GPS,0,1,0,0,0
242.59,36.159,-7.078,4.886,1.2,1.3,0.006,23,true,P015_PBO,0,1,0,0,0
238.863,36.161,-29.594,35.271,1,0.7,0.002,3,true,RDMT_PBO,0,1,0,0,0
241.273,36.185,-11.578,10.421,0.841,0.735,-0.018,14,true,WES2_GPS,0,1,0,0,0
242.093,36.204,-8.833,8.021,0.696,0.698,-0.021,6,true,TWIN_GPS,0,1,0,0,0
242.244,36.217,-7.475,6.811,1.15,1.13,-0.009,6,true,TONO_GPS,0,1,0,0,0
242.915,36.218,-4.7,2.83,0.4,0.39,0.005,8,true,NEAH_GPS,0,1,0,0,0
241.233,36.231,-10.681,8.517,0.5,0.9,-0.001,14,true,P016_PBO,0,1,0,0,0
242.417,36.232,-7.588,6.121,0.768,0.789,-0.016,23,true,TATE_GLA,0,1,0,0,0
238.186,36.235,-27.805,36.243,1.8,1.7,0.001,3,true,P363_PBO,0,1,0,0,0
242.45,36.279,-6.633,5.925,0.76,0.781,-0.001,23,true,T31N_GPS,0,1,0,0,0
238.149,36.288,-27.798,34.755,1.7,1.7,0.003,3,true,P316_PBO,0,1,0,0,0
240.712,36.289,-10.836,11.815,1,1.02,-0.032,14,true,P345_PBO,0,1,0,0,0
242.826,36.294,-4.505,3.881,0.678,0.682,-0.026,8,true,SMOK_GPS,0,1,0,0,0
238.799,36.294,-27.701,35.66,1.1,0.9,-0.035,3,true,P317_PBO,0,1,0,0,0
239.723,36.304,-14.085,7.451,0.3,0.3,-0.004,14,true,GMRC_PBO,0,1,0,0,0
243.584,36.304,-2.603,2.023,0.93,1.03,-0.014,8,true,P197_PBO,0,1,0,0,0
242.359,36.307,-6.582,5.536,0.673,0.669,-0.034,23,true,TIGR_GPS,0,1,0,0,0
243.35,36.316,-3.591,1.061,0.594,0.594,0.003,8,true,NICR_GPS,0,1,0,0,0
245.068,36.319,-3.39,-0.29,0.38,0.37,0.005,2,true,9040_GPS,0,1,0,0,0
244.413,36.32,-3.52,-0.51,0.38,0.37,0.004,8,true,POIN_GLA,0,1,0,0,0
240.771,36.324,-11.98,8.127,0.4,0.6,-0.002,14,true,P003_PBO,0,1,0,0,0
242.576,36.34,-6.362,6.102,0.747,0.763,-0.011,23,true,STEA_GPS,0,1,0,0,0
242.7,36.349,-4.904,6.12,0.758,0.766,0.034,8,true,SOR4_GPS,0,1,0,0,0
243.525,36.397,-3.139,1.452,0.695,0.7,-0.019,8,true,SHLD_GPS,0,1,0,0,0
239.584,36.399,-12.082,10.554,0.5,0.6,-0.001,14,true,BEMT_PBO,0,1,0,0,0
242.72,36.402,-5.299,4.383,0.733,0.733,0.016,8,true,SOBE_GPS,0,1,0,0,0
239.004,36.41,-10.644,13.498,1,0.7,-0.118,18,true,P430_PBO,0,1,0,0,0
239.019,36.417,-12.585,12.467,1.2,1.2,-0.003,18,true,AGMT_PBO,0,1,0,0,0
254.706,36.42,-1.637,0.299,0.6,0.3,-0.002,1,true,YELL_GPS,0,1,0,0,0
238.677,36.42,-26.289,36.596,0.8,0.7,-0.005,3,true,P187_PBO,0,1,0,0,0
238.865,36.426,-28.885,32.871,1.1,1.1,-0.003,3,true,P484_PBO,0,1,0,0,0
256.846,36.448,-0.934,-0.052,0.5,0.4,0.002,1,true,WSLR_GPS,0,1,0,0,0
238.071,36.449,-29.472,36.677,1.8,1.7,0.001,3,true,PTSG_PBO,0,1,0,0,0
243.901,36.459,-3.32,-0.26,0.38,0.37,0.004,8,true,GP17_GPS,0,1,0,0,0
241.868,36.466,-9.532,9.371,1.01,0.98,-0.031,14,true,V546_GPS,0,1,0,0,0
238.207,36.486,-29.786,35.986,0.3,0.8,-0.002,3,true,P472_PBO,0,1,0,0,0
238.571,36.493,-29.288,34.828,0.7,0.6,-0.003,3,true,P324_PBO,0,1,0,0,0
242.388,36.497,-6.008,5.568,1.06,1.07,-0.015,23,true,TIBB_GPS,0,1,0,0,0
239.646,36.501,-7.627,10.478,1.24,1.05,0.042,14,true,KTBW_PBO,0,1,0,0,0
242.439,36.519,-5.476,3.964,1.06,1.06,-0.014,23,true,TAHU_GPS,0,1,0,0,0
242.46,36.532,-5.742,4.442,1.06,1.05,-0.022,8,true,STRP_GNI,0,1,0,0,0
242.213,36.538,-7.687,6.259,0.726,0.742,-0.018,24,true,TRIA_GPS,0,1,0,0,0
238.372,36.54,-26.406,32.588,1.8,1.8,-0.003,3,true,P315_PBO,0,1,0,0,0
242.788,36.543,-4.426,3.724,0.763,0.77,0.022,8,true,SOAM_GPS,0,1,0,0,0
238.812,36.56,-28.581,33.572,1.1,1.1,-0.004,3,true,P462_PBO,0,1,0,0,0
238.816,36.571,-29.534,34.854,0.9,0.9,-0.005,3,true,P186_PBO,0,1,0,0,0
242.521,36.572,-5.277,4.147,1.06,1.05,-0.02,8,true,STNN_GPS,0,1,0,0,0
243.88,36.58,-3.17,-0.32,0.38,0.37,0.004,8,true,MACK_GPS,0,1,0,0,0
238.228,36.589,-26.816,37.331,1.2,1.1,0.008,3,true,P325_PBO,0,1,0,0,0
241.881,36.603,-8.723,8.254,0.696,0.698,-0.04,6,true,V357_GPS,0,1,0,0,0
242.853,36.606,-4.935,3.43,0.757,0.763,0.022,8,true,SLVR_GPS,0,1,0,0,0
238.936,36.612,-11.878,7.569,1.1,1.1,-0.001,18,true,P599_PBO,0,1,0,0,0
238.095,36.622,-30.582,35.788,1.7,1.8,-0.003,3,true,P002_PBO,0,1,0,0,0
244.021,36.633,-3.24,-0.55,0.38,0.37,0.005,8,true,JHRT_GPS,0,1,0,0,0
254.089,36.635,-0.73,-0.486,1.1,0.8,0.004,1,true,YOUB_GPS,0,1,0,0,0
239.381,36.635,-12.175,8.559,0.5,0.3,-0.003,14,true,P066_PBO,0,1,0,0,0
243.662,36.645,-3.23,0.15,0.38,0.37,0.004,8,true,QUIL_GPS,0,1,0,0,0
243.837,36.69,-1.554,1.111,0.753,0.758,-0.001,8,true,SHEP_GPS,0,1,0,0,0
238.73,36.696,-17.318,19.78,0.9,0.9,0.005,29,true,P313_PBO,0,1,0,0,0
238.334,36.698,-28.375,33.499,1.4,0.8,-0.087,3,true,P415_PBO,0,1,0,0,0
238.341,36.722,-30.169,34.697,1.6,0.8,-0.201,3,true,P059_PBO,0,1,0,0,0
243.022,36.724,-3.242,2.544,0.718,0.725,0.01,8,true,SKUL_GLA,0,1,0,0,0
243.789,36.73,-3.47,-0.2,0.38,0.37,0.004,8,true,PGC4_GPS,0,1,0,0,0
240.882,36.738,-9.374,11.598,1.1,1.03,-0.058,14,true,P420_PBO,0,1,0,0,0
239.643,36.739,-11.27,9.053,0.6,0.7,-0.001,14,true,ELKO_PBO,0,1,0,0,0
243.549,36.745,-3.49,0.12,0.38,0.37,0.004,8,true,BEAV_GPS,0,1,0,0,0
243.692,36.746,-3.33,-0.19,0.38,0.37,0.004,8,true,HRMA_GPS,0,1,0,0,0
243.234,36.747,-3.6,0.56,0.38,0.37,0.004,8,true,BRIB_GPS,0,1,0,0,0
238.201,36.749,-31.883,35.539,0.7,0.7,0.009,3,true,P169_PBO,0,1,0,0,0
242.454,36.759,-4.609,3.783,1.04,1.01,-0.018,8,true,T31N_GNI,0,1,0,0,0
238.25,36.763,-28.173,33.425,0.6,0.5,0.003,3,true,P167_PBO,0,1,0,0,0
241.815,36.781,-6.608,8.591,1.22,1.01,-0.033,6,true,P337_PBO,0,1,0,0,0
238.332,36.791,-28.955,33.099,0.6,0.5,-0.006,3,true,P185_PBO,0,1,0,0,0
243.071,36.792,-4.106,2.72,0.758,0.775,0.011,8,true,SKIL_GPS,0,1,0,0,0
238.675,36.793,-12.203,12.496,0.6,0.6,-0.003,19,true,P191_PBO,0,1,0,0,0
239.257,36.806,-10.87,8.362,0.5,0.3,-0.002,14,true,OPRD_PBO,0,1,0,0,0
243.431,36.808,-3.39,0.28,0.38,0.37,0.004,8,true,CAST_GPS,0,1,0,0,0
243.425,36.809,-3.124,1.908,1.37,1.37,-0.011,8,true,SILV_GPS,0,1,0,0,0
238.268,36.816,-29.374,32.484,0.8,0.4,-0.002,3,true,TOIY_PBO,0,1,0,0,0
243.254,36.828,-3.074,2.929,0.779,0.797,0.03,8,true,SIST_GPS,0,1,0,0,0
243.532,36.84,-3.256,-1.988,1.014,1.016,-0.002,8,true,N274_GPS,0,1,0,0,0
238.229,36.846,-28.557,32.43,0.7,0.6,-0.013,3,true,P168_PBO,0,1,0,0,0
243.138,36.858,-3.431,2.976,0.75,0.766,0.009,8,true,SITA_GPS,0,1,0,0,0
238.409,36.859,-27.972,30.181,1.2,1.2,-0.003,27,true,GOLD_PBO,0,1,0,0,0
242.5,36.865,-3.966,3.879,1.02,1.01,-0.025,8,true,STRA_GPS,0,1,0,0,0
238.432,36.873,-24.621,27.57,0.6,0.6,0.005,29,true,P326_PBO,0,1,0,0,0
238.415,36.887,-23.12,28.375,0.6,0.6,0.003,29,true,SC03_PBO,0,1,0,0,0
243.319,36.889,-4.246,1.507,1.37,1.38,-0.013,8,true,SISK_GPS,0,1,0,0,0
238.701,36.9,-11.875,9.589,0.6,0.6,0.011,18,true,P374_PBO,0,1,0,0,0
238.538,36.909,-17.296,20.538,0.7,0.7,0.01,29,true,P179_PBO,0,1,0,0,0
241.899,36.914,-8.215,6.223,0.691,0.693,-0.032,24,true,V162_GPS,0,1,0,0,0
238.327,36.914,-26.527,31.601,0.7,0.6,0.018,27,true,TPW2_PBO,0,1,0,0,0
243.739,36.943,-1.685,1.663,0.752,0.753,0.015,8,true,SHER_GPS,0,1,0,0,0
238.126,36.946,-27.95,32.961,0.6,0.6,0.06,3,true,P403_PBO,0,1,0,0,0
239.942,36.947,-12.861,9.646,1.1,0.7,0.003,14,true,P076_PBO,0,1,0,0,0
237.948,36.95,-29.576,33.914,0.5,0.5,-0.009,3,true,AC61_PBO,0,1,0,0,0
238.537,36.954,-19.068,18.578,0.7,1,-0.001,29,true,P615_PBO,0,1,0,0,0
238.137,36.962,-27.97,30.887,1.3,1.3,-0.003,3,true,PPBF_PBO,0,1,0,0,0
241.882,36.976,-8.152,5.202,1.6,1.7,-0.003,24,true,P686_PBO,0,1,0,0,0
237.944,36.978,-29.77,33.115,1.2,1.2,-0.007,3,true,AC64_PBO,0,1,0,0,0
241.712,36.979,-8.809,7.734,1.05,1.03,-0.034,6,true,W072_GPS,0,1,0,0,0
238.384,36.98,-20.103,22.584,0.5,0.5,0.007,29,true,P184_PBO,0,1,0,0,0
238.076,36.982,-28.749,32.476,0.5,0.5,-0.01,3,true,P162_PBO,0,1,0,0,0
247.501,36.988,-1.83,-0.24,0.384,0.412,0.008,2,true,E518_GPS,0,1,0,0,0
242.64,36.992,-3.753,2.477,1.03,1.01,-0.023,8,true,SPOO_GPS,0,1,0,0,0
237.948,36.993,-26.366,33.914,1.2,1.2,-0.01,3,true,AC65_PBO,0,1,0,0,0
243.851,36.994,-1.687,0.453,1.04,1.03,-0.026,8,true,P377_PBO,0,1,0,0,0
238.08,37.004,-26.244,32.674,0.5,0.5,0.003,3,true,P362_PBO,0,1,0,0,0
238.458,37.008,-20.667,22.98,0.9,0.6,-0.002,29,true,BBRY_PBO,0,1,0,0,0
238.712,37.008,-14.048,12.685,0.6,0.6,0.006,18,true,P314_PBO,0,1,0,0,0
238.645,37.011,-13.566,9.076,0.5,0.5,-0.003,18,true,P085_PBO,0,1,0,0,0
238.167,37.012,-25.229,31.449,0.5,0.5,0.002,27,true,P163_PBO,0,1,0,0,0
238.062,37.047,-26.537,31.38,0.6,0.6,-0.019,3,true,P402_PBO,0,1,0,0,0
238.161,37.05,-25.121,29.551,0.7,0.7,0.013,27,true,NEWP_PBO,0,1,0,0,0
239.295,37.054,-11.061,8.561,0.5,0.4,-0.002,14,true,P025_PBO,0,1,0,0,0
238.006,37.059,-26.242,33.497,0.5,0.5,0.006,3,true,AB50_PBO,0,1,0,0,0
242.714,37.061,-3.346,2.691,1.01,0.99,-0.025,8,true,SODB_GPS,0,1,0,0,0
238.191,37.069,-22.612,28.241,0.5,0.5,-0.012,29,true,CHZZ_PBO,0,1,0,0,0
238.039,37.073,-25.034,31.987,0.5,0.5,0.002,3,true,AIS1_PBO,0,1,0,0,0
238.94,37.08,-11.897,7.916,0.5,0.5,0.01,14,true,ALBH_PBO,0,1,0,0,0
240.254,37.089,-10.655,8.739,1.5,1.6,0.003,14,true,P500_PBO,0,1,0,0,0
242.013,37.092,-6.94,6.69,1.34,1.34,-0.011,8,true,U76A_GPS,0,1,0,0,0
237.941,37.099,-23.643,33.716,1.1,1.2,-0.01,3,true,AC77_PBO,0,1,0,0,0
238.349,37.104,-21.464,22.082,0.5,0.7,-0.003,29,true,LNMT_PBO,0,1,0,0,0
238.091,37.104,-24.219,28.672,0.6,0.6,0.007,27,true,PABH_PBO,0,1,0,0,0
238.053,37.11,-25.423,28.183,0.5,0.4,0.001,27,true,P401_PBO,0,1,0,0,0
238.156,37.111,-21.707,26.352,0.6,0.6,0.01,29,true,P058_PBO,0,1,0,0,0
238.212,37.137,-22.293,24.536,0.5,0.6,-0.004,29,true,P398_PBO,0,1,0,0,0
237.805,37.147,-28.153,33.856,0.5,0.5,-0.009,3,true,AC15_PBO,0,1,0,0,0
238.074,37.166,-21.958,25.524,0.477,0.476,0.002,29,true,PRAI_GPS,0,1,0,0,0
240.69,37.17,-11.115,8.876,0.379,0.393,0,14,true,MDLK_GPS,0,1,0,0,0
238.942,37.17,-11.358,7.869,0.5,0.6,-0.002,14,true,LDES_PBO,0,1,0,0,0
238.027,37.18,-22.312,26.29,1.1,1.1,0.002,29,true,AB49_PBO,0,1,0,0,0
237.605,37.183,-28.575,35.616,0.6,0.6,-0.02,3,true,AV05_PBO,0,1,0,0,0
238.294,37.184,-19.37,21.111,1.5,1.6,0.023,29,true,P165_PBO,0,1,0,0,0
238.004,37.185,-22.214,27.597,0.4,0.4,0.005,29,true,BIS1_PBO,0,1,0,0,0
238.217,37.186,-22.082,22.634,0.5,0.5,-0.004,29,true,P156_PBO,0,1,0,0,0
237.61,37.187,-28.966,35.352,0.433,0.43,0.002,3,true,MENZ_GPS,0,1,0,0,0
242.296,37.201,-6.242,1.792,1.8,1.9,-0.004,8,true,PCLN_PBO,0,1,0,0,0
238.009,37.202,-22.562,27.09,0.7,0.4,-0.008,29,true,P474_PBO,0,1,0,0,0
238.286,37.204,-21.461,22.084,1.2,0.7,-0.002,29,true,P422_PBO,0,1,0,0,0
238.023,37.206,-21.606,26.391,0.5,0.5,0.006,29,true,INVK_PBO,0,1,0,0,0
237.977,37.217,-22.21,27.705,0.5,0.5,0,29,true,AB42_PBO,0,1,0,0,0
242.863,37.218,-3.179,2.008,1.04,1.02,-0.014,8,true,SLID_GPS,0,1,0,0,0
238.262,37.219,-21.367,21.921,0.5,0.5,-0.011,29,true,P166_PBO,0,1,0,0,0
237.641,37.228,-29.659,34.405,0.6,0.7,0.021,27,true,AC38_PBO,0,1,0,0,0
238.286,37.229,-20.961,21.613,0.6,0.5,0.004,28,true,P395_PBO,0,1,0,0,0
241.706,37.233,-7.627,7.205,0.682,0.684,-0.043,24,true,WALA_GPS,0,1,0,0,0
238.034,37.247,-20.895,24.689,0.8,0.8,-0.016,29,true,AB51_PBO,0,1,0,0,0
241.848,37.271,-7.143,5.337,0.716,0.718,-0.02,24,true,VANC_GPS,0,1,0,0,0
237.716,37.274,-24.937,33.883,0.9,1,0.1,27,true,AC39_PBO,0,1,0,0,0
238.135,37.287,-20.35,22.834,0.456,0.453,0.001,28,true,ISLE_GPS,0,1,0,0,0
237.847,37.29,-23.714,29.444,0.7,0.7,0.015,27,true,PBOC_PBO,0,1,0,0,0
237.784,37.312,-24.918,30.963,0.6,0.7,0.015,27,true,AB33_PBO,0,1,0,0,0
237.833,37.324,-23.908,29.148,0.6,0.6,0.02,29,true,GRNR_PBO,0,1,0,0,0
238.174,37.337,-22.057,21.186,1.1,1.2,-0.003,28,true,P477_PBO,0,1,0,0,0
238.357,37.342,-14.12,10.815,0.37,0.368,0.002,19,true,JOHN_GLA,0,1,0,0,0
239.803,37.352,-11.248,7.849,0.5,0.5,-0.002,14,true,P495_PBO,0,1,0,0,0
244.842,37.358,-3.28,-0.16,0.39,0.38,0.005,2,true,1882_GPS,0,1,0,0,0
237.877,37.363,-22.193,26.236,0.8,0.9,0.017,29,true,AC70_PBO,0,1,0,0,0
237.796,37.417,-23.956,28.495,0.4,0.3,-0.002,29,true,P092_PBO,0,1,0,0,0
237.965,37.426,-21.564,23.309,1,1,0.014,28,true,AB41_PBO,0,1,0,0,0
237.827,37.427,-22.133,25.52,0.453,0.45,0.011,29,true,QUIN_GPS,0,1,0,0,0
238.899,37.433,-12.049,4.47,0.9,0.4,-0.002,14,true,P742_PBO,0,1,0,0,0
238.822,37.464,-11.326,7.652,0.5,0.5,-0.014,14,true,P435_PBO,0,1,0,0,0
238.444,37.477,-13.98,9.166,0.5,0.5,-0.011,19,true,P164_PBO,0,1,0,0,0
238.026,37.48,-19.843,23.09,0.6,0.7,0.014,28,true,LEV1_PBO,0,1,0,0,0
238.133,37.485,-16.218,16.149,0.458,0.456,0.001,19,true,JUNC_GPS,0,1,0,0,0
238.129,37.499,-15.423,16.56,0.6,0.6,0.007,19,true,P160_PBO,0,1,0,0,0
238.081,37.507,-16.329,16.874,1,1.1,0.026,19,true,P161_PBO,0,1,0,0,0
238.625,37.508,-13.046,8.312,0.5,0.6,-0.013,14,true,P405_PBO,0,1,0,0,0
237.496,37.509,-26.518,33.248,0.7,0.7,0.026,3,true,AV01_PBO,0,1,0,0,0
238.065,37.513,-16.63,17.679,1,0.8,-0.058,19,true,P159_PBO,0,1,0,0,0
237.544,37.527,-26.207,31.833,0.6,0.6,0.024,27,true,AV04_PBO,0,1,0,0,0
238.048,37.532,-14.528,16.485,1.4,1.4,0.023,19,true,NEAH_PBO,0,1,0,0,0
238.21,37.533,-13.749,12.685,0.7,0.7,0.001,19,true,P478_PBO,0,1,0,0,0
237.917,37.539,-21.251,24.792,0.8,0.4,0,28,true,P592_PBO,0,1,0,0,0
238.112,37.54,-15.817,16.965,0.6,0.6,0.05,19,true,TRND_PBO,0,1,0,0,0
238.13,37.541,-14.414,18.16,0.6,0.6,0.013,19,true,P158_PBO,0,1,0,0,0
237.905,37.551,-21.046,22.627,0.5,0.6,0.051,28,true,AC63_PBO,0,1,0,0,0
241.302,37.562,-2.233,7.815,1.6,1.7,-0.008,12,true,P004_PBO,0,1,0,0,0
241.613,37.563,-5.932,6.108,1.7,1.8,-0.003,24,true,P112_PBO,0,1,0,0,0
237.903,37.563,-21.043,22.627,0.5,0.6,0.051,28,true,AC62_PBO,0,1,0,0,0
241.764,37.572,-5.13,5.167,0.705,0.709,-0.025,24,true,VLBI_GPS,0,1,0,0,0
238.675,37.582,-11.645,8.275,1,1,-0.001,14,true,DSSC_PBO,0,1,0,0,0
241.183,37.591,-13.033,2.218,1.6,1.6,0.006,12,true,P115_PBO,0,1,0,0,0
237.618,37.592,-21.88,28.812,0.7,0.7,0.038,28,true,AV19_PBO,0,1,0,0,0
237.998,37.593,-16.122,16.099,1.2,1.1,0.016,19,true,GUS2_PBO,0,1,0,0,0
238.19,37.594,-13.493,11.842,0.6,0.6,0.006,19,true,P061_PBO,0,1,0,0,0
238.313,37.602,-12.047,11.083,0.5,0.5,0,17,true,P584_PBO,0,1,0,0,0
237.542,37.609,-24.888,30.834,0.6,0.6,0.015,27,true,AV17_PBO,0,1,0,0,0
241,37.613,-6.433,8.422,1.6,1.6,-0.009,14,true,SMEL_PBO,0,1,0,0,0
238.297,37.622,-12.169,11.41,0.8,0.9,0.046,17,true,P396_PBO,0,1,0,0,0
238.06,37.643,-16.601,16.481,0.6,0.6,0.066,19,true,P157_PBO,0,1,0,0,0
237.989,37.645,-17.511,17.202,0.6,0.6,0.039,19,true,AB43_PBO,0,1,0,0,0
237.859,37.653,-19.219,21.004,0.558,0.49,-0.003,28,true,P577_PBO,0,1,0,0,0
241.131,37.655,-6.631,7.219,1.7,1.7,-0.004,12,true,P114_PBO,0,1,0,0,0
238.442,37.667,-11.777,8.919,0.437,0.437,0.003,14,true,NOMT_GPS,0,1,0,0,0
241.18,37.677,-5.23,7.518,1.6,1.7,-0.004,12,true,FERN_PBO,0,1,0,0,0
237.816,37.691,-18.928,22.753,0.7,0.7,0.02,28,true,AC20_PBO,0,1,0,0,0
238.325,37.694,-10.85,8.502,1,1.1,0.05,17,true,P397_PBO,0,1,0,0,0
236.999,37.697,-28.543,37.791,0.573,0.571,0.004,3,true,DAYV_GPS,0,1,0,0,0
241.57,37.71,-7.419,6.5,1.2,1.1,0,12,true,F279_GPS,0,1,0,0,0
238.916,37.711,-11.54,7.57,1.2,0.6,-0.001,14,true,P617_PBO,0,1,0,0,0
237.942,37.714,-15.245,17.092,0.5,0.4,-0.003,19,true,P586_PBO,0,1,0,0,0
237.881,37.724,-16.608,18.972,0.357,0.414,0.002,19,true,BOUN_GPS,0,1,0,0,0
237.931,37.732,-16.301,16.62,0.6,0.6,0.018,19,true,AC57_PBO,0,1,0,0,0
241.954,37.737,-4.824,5.324,1.17,1.17,-0.032,8,true,UCLU_GPS,0,1,0,0,0
241.528,37.737,-3.826,6.31,1.7,1.8,-0.003,12,true,NOMT_PBO,0,1,0,0,0
238.005,37.738,-14.988,16.397,0.6,0.6,0.004,19,true,AB44_PBO,0,1,0,0,0
241.96,37.74,-5.202,3.002,0.444,0.442,0,8,true,D300_GPS,0,1,0,0,0
238.022,37.749,-15.443,14.79,1.2,0.4,0,19,true,BAMO_PBO,0,1,0,0,0
238.536,37.755,-10.84,7.678,0.5,0.5,-0.003,14,true,P479_PBO,0,1,0,0,0
238.434,37.755,-12.518,8.169,0.7,0.8,0.065,14,true,P312_PBO,0,1,0,0,0
240.914,37.786,-11.527,8.624,1.7,1.7,-0.023,12,true,P082_PBO,0,1,0,0,0
239.356,37.795,-12.434,7.26,1.2,1.3,-0.002,14,true,LDSW_PBO,0,1,0,0,0
240.981,37.8,-9.826,8.623,1.7,1.8,-0.001,12,true,P111_PBO,0,1,0,0,0
237.545,37.805,-22.544,26.333,0.8,0.8,0.029,28,true,AV18_PBO,0,1,0,0,0
238.048,37.806,-13.866,12.785,1,1,0.013,17,true,CABL_PBO,0,1,0,0,0
237.634,37.81,-20.629,25.007,0.5,0.6,0.028,28,true,AV11_PBO,0,1,0,0,0
237.939,37.815,-15.581,15.317,0.5,0.5,0.016,19,true,AB37_PBO,0,1,0,0,0
237.581,37.853,-23.104,21.666,0.433,0.43,0.003,28,true,LOWL_GPS,0,1,0,0,0
237.781,37.864,-16.24,18.795,0.7,0.7,-0.001,19,true,MAT2_PBO,0,1,0,0,0
237.749,37.87,-18.198,22.873,0.9,0.9,-0.016,28,true,AC23_PBO,0,1,0,0,0
237.748,37.871,-17.898,22.273,0.9,0.9,-0.014,28,true,AC06_PBO,0,1,0,0,0
237.735,37.872,-19.3,22.777,0.5,0.6,0.042,28,true,SELD_PBO,0,1,0,0,0
238.084,37.879,-12.327,11.091,0.458,0.456,-0.001,17,true,CLCC_GPS,0,1,0,0,0
237.753,37.879,-16.595,17.272,0.8,0.8,-0.016,19,true,AC35_PBO,0,1,0,0,0
237.778,37.884,-16.19,18.065,0.5,0.6,0.034,19,true,AC32_PBO,0,1,0,0,0
237.552,37.891,-20.026,24.386,0.456,0.453,0.002,28,true,RBUT_GPS,0,1,0,0,0
241.445,37.891,-5.421,6.612,1.7,1.8,0.002,12,true,P125_PBO,0,1,0,0,0
238.722,37.896,-12.961,7.586,0.485,0.482,0.001,14,true,C033_GPS,0,1,0,0,0
237.726,37.9,-18.394,18.98,1.9,1.3,0.084,19,true,KOD5_PBO,0,1,0,0,0
241.264,37.903,-5.421,7.216,1.8,1.8,-0.005,12,true,LTUT_PBO,0,1,0,0,0
237.623,37.915,-19.339,24.799,0.5,0.9,-0.001,28,true,CNPP_PBO,0,1,0,0,0
245.736,37.916,-3.442,-0.423,0.367,0.364,0.007,2,true,COXI_GPS,0,1,0,0,0
237.847,37.919,-14.986,16.112,0.418,0.415,0.005,19,true,BALL_GPS,0,1,0,0,0
238.208,37.922,-11.915,9.237,0.7,0.7,0.037,14,true,P407_PBO,0,1,0,0,0
237.401,37.923,-22.74,26.376,0.6,0.6,0.056,28,true,AC27_PBO,0,1,0,0,0
238.395,37.932,-11.934,8.281,0.5,0.5,0,14,true,P596_PBO,0,1,0,0,0
237.66,37.934,-19.398,23.1,1.4,1.7,-0.002,28,true,AB28_PBO,0,1,0,0,0
237.872,37.937,-14.064,15.837,0.6,0.6,0.059,19,true,AC11_PBO,0,1,0,0,0
237.695,37.937,-19.691,22.989,1,0.8,0.063,28,true,AC17_PBO,0,1,0,0,0
237.598,37.942,-20.405,24.417,1.1,1.1,0.005,28,true,AV02_PBO,0,1,0,0,0
237.58,37.947,-18.834,23.127,0.424,0.421,0.005,28,true,JRO1_GPS,0,1,0,0,0
238.278,37.954,-14.098,6.016,1.2,1.3,0.057,14,true,P170_PBO,0,1,0,0,0
237.584,37.959,-20.103,23.022,0.8,0.9,-0.003,28,true,AV20_PBO,0,1,0,0,0
241.621,37.973,-4.717,5.908,1.7,1.7,-0.005,8,true,P684_PBO,0,1,0,0,0
241.19,37.98,-9.723,10.317,0.8,0.8,0,12,true,HHTT_GPS,0,1,0,0,0
237.644,37.99,-15.887,18.804,0.9,0.9,-0.001,19,true,AC34_PBO,0,1,0,0,0
237.727,38.006,-15.935,17.51,0.778,0.778,-0.003,19,true,LARC_GPS,0,1,0,0,0
237.904,38.025,-13.534,14.492,1.3,1.1,-0.001,14,true,P612_PBO,0,1,0,0,0
239.61,38.03,-11.429,7.847,0.386,0.383,0,15,true,CHIL_GPS,0,1,0,0,0
237.745,38.03,-16.563,17.574,1,1.2,0.044,19,true,AC46_PBO,0,1,0,0,0
239.614,38.034,-10.903,7.929,0.443,0.442,-0.002,15,true,BURN_GPS,0,1,0,0,0
237.771,38.043,-15.755,16.167,1.1,1.1,0.008,19,true,AB36_PBO,0,1,0,0,0
240.91,38.05,-11.139,8.428,0.5,0.5,0,12,true,D240_GPS,0,1,0,0,0
257.313,38.071,-0.475,-1.463,0.4,1,0,1,true,WORD_GPS,0,1,0,0,0
240.82,38.08,-6.943,9.832,1,0.8,0,12,true,CHO1_GPS,0,1,0,0,0
237.131,38.08,-24.647,32.256,0.5,0.5,0.012,3,true,AB22_PBO,0,1,0,0,0
