name,lon1,lat1,lon2,lat2,dip,res,other3,other6,other7,other8,other9,other10,other11,other12,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag,length,x1,y1,z1,x2,y2,z2,mid_lon_plate_carree,mid_lat_plate_carree,mid_lon,mid_lat,mid_x,mid_y,mid_z,centroid_x,centroid_y,centroid_z,centroid_lon,centroid_lat,west_labels,east_labels,model_strike_slip_rate,model_dip_slip_rate,model_tensile_slip_rate,model_strike_slip_rate_uncertainty,model_dip_slip_rate_uncertainty,model_tensile_slip_rate_uncertainty
c-nhonshu5ba                ,140.7650,41.0400,140.8470,40.7650,45.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,31311.1253,-3739796.5932,3044998.7230,4157674.3114,-3719935.2642,3037690.9565,4180773.4624,140.8060,40.9025,140.8061,40.9025,-3729877.1031,3041353.9868,4169236.6428,-3729877.1031,3041353.9868,0.0000,140.8061,40.9025,1,8,3.4984,5.1786,0.0000,0.4539,0.4539,0.4539
c-nhonshu5bb                ,140.7060,41.4090,140.7650,41.0400,45.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,41278.0133,-3719935.2642,3037690.9565,4180773.4624,-3695890.6542,3024405.1880,4211616.9096,140.7355,41.2245,140.7356,41.2245,-3707932.2757,3031063.8968,4196217.5055,-3707932.2757,3031063.8968,0.0000,140.7356,41.2245,1,8,3.0995,5.7476,0.0000,0.4283,0.4283,0.4283
cross_eurasia_1             ,69.4840,38.7420,79.5300,70.2610,90.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,3557414.4415,1740578.6386,4651428.8473,3984839.6634,390793.0999,2114709.7387,5993299.1695,74.5070,54.5015,72.5187,54.6097,1107753.2051,3517349.0033,5190904.5731,1107753.2051,3517349.0033,0.0000,72.5187,54.6097,6,4,-26.1678,0.0000,77.4761,85.6656,85.6656,85.6656
cross_tibet_1a              ,69.4840,38.7420,70.7040,36.6610,90.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,254793.2958,1740578.6386,4651428.8473,3984839.6634,1687881.7372,4820912.5537,3801869.1261,70.0940,37.7015,70.1025,37.7032,1714574.4034,4737112.4295,3894143.2827,1714574.4034,4737112.4295,0.0000,70.1025,37.7032,6,4,-61.5012,0.0000,54.1897,77.0175,77.0175,77.0175
cross_tibet_1b              ,70.7040,36.6610,71.9250,34.5810,90.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,255912.9553,1687881.7372,4820912.5537,3801869.1261,1626538.6822,4983764.1952,3613975.3490,71.3145,35.6210,71.3224,35.6226,1657546.4199,4903323.0221,3708680.9876,1657546.4199,4903323.0221,0.0000,71.3224,35.6226,6,4,-62.7451,0.0000,52.2519,76.5069,76.5069,76.5069
e-izu-mp                    ,139.1940,35.2410,139.2250,35.0280,70.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,23799.1632,-3948549.1796,3405290.8029,3654764.7511,-3936394.7216,3398524.1939,3674123.2098,139.2095,35.1345,139.2095,35.1345,-3942478.8067,3401913.4254,3664450.4862,-3942478.8067,3401913.4254,0.0000,139.2095,35.1345,15,14,17.2351,22.1963,0.0000,1.2942,1.2942,1.2942
eastern-mtla                ,134.7680,34.1950,135.0520,34.2360,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,26563.0634,-3709010.7009,3739169.7689,3578575.2083,-3725685.7973,3718929.2771,3582343.0648,134.9100,34.2155,134.9100,34.2156,-3717356.2859,3729057.5645,3580466.9228,-3717356.2859,3729057.5645,0.0000,134.9100,34.2156,16,13,0.1018,0.0000,-0.8798,0.7330,0.7330,0.7330
eastern-mtlba               ,135.0520,34.2360,135.4440,34.3040,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,36879.4679,-3725685.7973,3718929.2771,3582343.0648,-3748009.9755,3690366.8914,3588588.1474,135.2480,34.2700,135.2479,34.2702,-3736863.4637,3704663.4803,3585480.6391,-3736863.4637,3704663.4803,0.0000,135.2479,34.2702,16,13,0.1513,0.0000,-1.8566,0.7122,0.7122,0.7122
eastern-mtlbbaa             ,135.4440,34.3040,135.6020,34.3450,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,15235.7186,-3748009.9755,3690366.8914,3588588.1474,-3756336.5946,3678219.7134,3592351.1228,135.5230,34.3245,135.5230,34.3245,-3752175.9567,3684295.9144,3590472.2066,-3752175.9567,3684295.9144,0.0000,135.5230,34.3245,16,13,0.3902,0.0000,-2.6362,0.6786,0.6786,0.6786
eastern-mtlbbaba            ,135.6020,34.3450,135.6930,34.3750,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,9008.5941,-3756336.5946,3678219.7134,3592351.1228,-3760827.2476,3670934.7241,3595103.3542,135.6475,34.3600,135.6475,34.3600,-3758582.8573,3674578.1293,3593728.1391,-3758582.8573,3674578.1293,0.0000,135.6475,34.3600,16,13,0.6072,0.0000,-2.9734,0.6581,0.6581,0.6581
eastern-mtlbbabb            ,135.6930,34.3750,135.9150,34.5030,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,24857.7683,-3760827.2476,3670934.7241,3595103.3542,-3769243.9619,3650738.5281,3606835.1247,135.8040,34.4390,135.8039,34.4391,-3765042.7586,3660843.5324,3600976.1341,-3765042.7586,3660843.5324,0.0000,135.8039,34.4391,16,13,1.3055,0.0000,-3.2752,0.6033,0.6033,0.6033
eastern-mtlbbbaaa           ,135.9150,34.5030,135.9970,34.5480,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,9033.2166,-3769243.9619,3650738.5281,3606835.1247,-3772426.1194,3643371.3021,3610955.3015,135.9560,34.5255,135.9560,34.5255,-3770835.9866,3647055.8237,3608896.1252,-3770835.9866,3647055.8237,0.0000,135.9560,34.5255,16,13,1.2253,0.0000,-3.8275,0.6059,0.6059,0.6059
eastern-mtlbbbaab           ,135.9970,34.5480,136.1070,34.6320,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,13735.7597,-3772426.1194,3643371.3021,3610955.3015,-3775594.8726,3632447.7880,3618640.3368,136.0520,34.5900,136.0520,34.5900,-3774012.6873,3637911.6413,3614799.9375,-3774012.6873,3637911.6413,0.0000,136.0520,34.5900,16,13,1.8455,0.0000,-3.9323,0.5909,0.5909,0.5909
eastern-mtlbbbab            ,136.1070,34.6320,136.2210,34.6960,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,12633.0208,-3775594.8726,3632447.7880,3618640.3368,-3779894.0035,3622129.5192,3624490.3821,136.1640,34.6640,136.1640,34.6640,-3777746.2917,3627290.4207,3621567.1499,-3777746.2917,3627290.4207,0.0000,136.1640,34.6640,16,13,1.2149,0.0000,-4.5672,0.5955,0.5955,0.5955
eastern-mtlbbbbaaa          ,136.2210,34.6960,136.3760,34.7540,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,15586.8526,-3779894.0035,3622129.5192,3624490.3821,-3787021.0676,3609357.4763,3629788.0797,136.2985,34.7250,136.2985,34.7250,-3783460.3577,3615746.1792,3627141.9535,-3783460.3577,3615746.1792,0.0000,136.2985,34.7250,16,13,0.3924,0.0000,-5.1408,0.5880,0.5880,0.5880
eastern-mtlbbbbaab          ,136.3760,34.7540,136.5500,34.7940,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,16534.2760,-3787021.0676,3609357.4763,3629788.0797,-3796124.1511,3596096.5379,3633439.4973,136.4630,34.7740,136.4630,34.7740,-3791575.7876,3602730.0150,3631616.8504,-3791575.7876,3602730.0150,0.0000,136.4630,34.7740,16,13,-0.4278,0.0000,-5.6350,0.5703,0.5703,0.5703
eastern-mtlbbbbab           ,136.5500,34.7940,136.9770,35.0130,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,45970.4133,-3796124.1511,3596096.5379,3633439.4973,-3812637.4637,3558204.4062,3653399.5725,136.7635,34.9035,136.7632,34.9037,-3804405.5149,3577173.5431,3643443.3688,-3804405.5149,3577173.5431,0.0000,136.7632,34.9037,17,13,1.5691,0.0000,-4.0722,0.9268,0.9268,0.9268
eastern-mtlbbbbbaaa         ,136.9770,35.0130,137.2000,35.2030,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,29285.7482,-3812637.4637,3558204.4062,3653399.5725,-3817547.1256,3535087.3988,3670673.3017,137.0885,35.1080,137.0884,35.1081,-3815102.3639,3546655.1907,3662046.2003,-3815102.3639,3546655.1907,0.0000,137.0884,35.1081,17,13,2.6419,0.0000,-4.3320,0.9122,0.9122,0.9122
eastern-mtlbbbbbaab         ,137.2000,35.2030,137.3770,35.3170,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,20479.0751,-3817547.1256,3535087.3988,3670673.3017,-3823067.9635,3518324.6006,3681018.1761,137.2885,35.2600,137.2884,35.2600,-3820312.4712,3526710.5133,3675850.5191,-3820312.4712,3526710.5133,0.0000,137.2884,35.2600,18,13,3.3694,0.0000,-4.0034,1.0247,1.0247,1.0247
eastern-mtlbbbbbab          ,137.3770,35.3170,137.5630,35.4150,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,20098.5465,-3823067.9635,3518324.6006,3681018.1761,-3829817.1289,3501641.6094,3689899.4918,137.4700,35.3660,137.4699,35.3660,-3826447.2959,3509987.4309,3685463.4427,-3826447.2959,3509987.4309,0.0000,137.4699,35.3660,18,13,2.9878,0.0000,-4.2687,1.0332,1.0332,1.0332
eastern-mtlbbbbbbaa         ,137.5630,35.4150,137.6840,35.4490,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,11617.0141,-3829817.1289,3501641.6094,3689899.4918,-3835583.7367,3492071.0979,3692978.2436,137.6235,35.4320,137.6235,35.4320,-3832702.0192,3496857.7940,3691440.4048,-3832702.0192,3496857.7940,0.0000,137.6235,35.4320,18,13,1.8925,0.0000,-4.8345,0.9609,0.9609,0.9609
eastern-mtlbbbbbbab         ,137.6840,35.4490,137.8610,35.5580,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,20102.8757,-3835583.7367,3492071.0979,3692978.2436,-3841136.6962,3475485.4819,3702839.5872,137.7725,35.5035,137.7724,35.5035,-3838364.9850,3483782.5853,3697913.5472,-3838364.9850,3483782.5853,0.0000,137.7724,35.5035,11,13,3.8364,0.0000,-3.4334,1.2562,1.2562,1.2562
eastern-mtlbbbbbbbaa        ,137.8610,35.5580,137.9400,35.6460,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,12106.8371,-3841136.6962,3475485.4819,3702839.5872,-3841698.1522,3466372.0181,3710791.2634,137.9005,35.6020,137.9005,35.6020,-3841419.1572,3470930.3041,3706817.1178,-3841419.1572,3470930.3041,0.0000,137.9005,35.6020,11,13,4.6812,0.0000,-2.2618,1.1149,1.1149,1.1149
eastern-mtlbbbbbbbab        ,137.9400,35.6460,138.0370,35.7600,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,15396.5102,-3841698.1522,3466372.0181,3710791.2634,-3842063.4654,3454919.5036,3721079.2807,137.9885,35.7030,137.9885,35.7030,-3841883.6118,3460648.2670,3715938.0171,-3841883.6118,3460648.2670,0.0000,137.9885,35.7030,11,13,4.7412,0.0000,-2.2094,1.1040,1.1040,1.1040
eastern-mtlbbbbbbbb         ,138.0370,35.7600,138.0780,36.0150,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,28535.1648,-3842063.4654,3454919.5036,3721079.2807,-3832174.4415,3441070.4380,3744038.5617,138.0575,35.8875,138.0575,35.8875,-3837128.5579,3448003.5837,3732568.4426,-3837128.5579,3448003.5837,0.0000,138.0575,35.8875,11,13,5.2454,0.0000,0.0995,0.9718,0.9718,0.9718
eu_phil_1aaa                ,133.8020,31.7890,134.2380,32.0390,165.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,49688.9171,-3746215.0835,3906244.0124,3354322.8415,-3765584.8531,3867101.0491,3377906.4007,134.0200,31.9140,134.0197,31.9142,-3755928.5054,3886701.8672,3366140.3891,-3755928.5054,3886701.8672,0.0000,134.0197,31.9142,13,14,-19.6438,51.1183,0.0000,1.0020,1.0020,1.0020
eu_phil_1aaba               ,134.2380,32.0390,134.5680,32.2020,165.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,36007.1752,-3765584.8531,3867101.0491,3377906.4007,-3781036.1563,3838487.0969,3393248.2747,134.4030,32.1205,134.4029,32.1206,-3773325.5497,3852809.3396,3385590.9307,-3773325.5497,3852809.3396,0.0000,134.4029,32.1206,13,14,-22.6291,47.5101,0.0000,0.9842,0.9842,0.9842
eu_phil_1aabbaa             ,134.5680,32.2020,134.8230,32.2890,165.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,25895.5385,-3781036.1563,3838487.0969,3393248.2747,-3794445.7596,3817962.3350,3401425.6493,134.6955,32.2455,134.6954,32.2456,-3787748.7586,3828232.5608,3397344.0013,-3787748.7586,3828232.5608,0.0000,134.6954,32.2456,13,14,-28.7566,42.1208,0.0000,0.9512,0.9512,0.9512
eu_phil_1aabbab             ,134.8230,32.2890,134.9430,32.3850,165.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,15523.0326,-3794445.7596,3817962.3350,3401425.6493,-3798402.5259,3805967.6423,3410439.8571,134.8830,32.3370,134.8830,32.3370,-3796426.9606,3811967.7978,3405935.3052,-3796426.9606,3811967.7978,0.0000,134.8830,32.3370,13,14,-12.0909,49.0657,0.0000,1.0449,1.0449,1.0449
eu_phil_1aabbb              ,134.9430,32.3850,135.0070,32.5270,165.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,16857.6266,-3798402.5259,3805967.6423,3410439.8571,-3796662.3642,3795734.7779,3423755.8104,134.9750,32.4560,134.9750,32.4560,-3797535.7727,3800854.5247,3417100.8762,-3797535.7727,3800854.5247,0.0000,134.9750,32.4560,13,14,9.5911,48.8127,0.0000,1.1486,1.1486,1.1486
eu_phil_1abaaa              ,135.0070,32.5270,135.1570,32.5940,165.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,15926.4390,-3796662.3642,3795734.7779,3423755.8104,-3803745.2030,3782956.3224,3430031.3927,135.0820,32.5605,135.0820,32.5605,-3800206.7465,3789348.4869,3426896.2912,-3800206.7465,3789348.4869,0.0000,135.0820,32.5605,13,14,-23.5566,42.5221,0.0000,0.9799,0.9799,0.9799
eu_phil_1abaaba             ,135.1570,32.5940,135.2850,32.6090,165.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,12130.0954,-3803745.2030,3782956.3224,3430031.3927,-3811548.6605,3773817.3102,3431435.7315,135.2210,32.6015,135.2210,32.6015,-3807648.6484,3778388.5164,3430735.1181,-3807648.6484,3778388.5164,0.0000,135.2210,32.6015,13,14,-35.9711,31.0026,0.0000,0.9200,0.9200,0.9200
eu_phil_1abaabb             ,135.2850,32.6090,135.4870,32.6160,165.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,18975.5189,-3811548.6605,3773817.3102,3431435.7315,-3824530.8064,3760062.0842,3432091.0091,135.3860,32.6125,135.3860,32.6125,-3818043.9425,3766943.8475,3431767.1780,-3818043.9425,3766943.8475,0.0000,135.3860,32.6125,13,14,-38.6143,26.5309,0.0000,0.9134,0.9134,0.9134
eu_phil_1ababaaa            ,135.4870,32.6160,135.8590,32.6690,165.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,35395.5124,-3824530.8064,3760062.0842,3432091.0091,-3846582.7482,3732939.1737,3437050.7340,135.6730,32.6425,135.6729,32.6426,-3835571.5046,3746514.9800,3434584.1377,-3835571.5046,3746514.9800,0.0000,135.6729,32.6426,13,14,-35.0473,30.0539,0.0000,0.9232,0.9232,0.9232
eu_phil_1ababaab            ,135.8590,32.6690,136.1030,32.7290,165.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,23827.6132,-3846582.7482,3732939.1737,3437050.7340,-3859849.2205,3714026.6605,3442661.9673,135.9810,32.6990,135.9810,32.6991,-3853222.6958,3723489.3772,3439862.3775,-3853222.6958,3723489.3772,0.0000,135.9810,32.6991,13,14,-31.4761,32.5935,0.0000,0.9381,0.9381,0.9381
eu_phil_1ababab             ,136.1030,32.7290,136.2900,32.7960,165.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,19032.7271,-3859849.2205,3714026.6605,3442661.9673,-3869037.7095,3698624.9019,3448923.3825,136.1965,32.7625,136.1965,32.7625,-3864447.7640,3706329.8827,3445796.5322,-3864447.7640,3706329.8827,0.0000,136.1965,32.7625,13,14,-27.5588,35.1400,0.0000,0.9572,0.9572,0.9572
eu_phil_1ababba             ,136.2900,32.7960,136.4220,32.8050,165.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,12403.7340,-3869037.7095,3698624.9019,3448923.3825,-3877155.9389,3689327.9712,3449764.1091,136.3560,32.8005,136.3560,32.8005,-3873098.6490,3693978.1750,3449345.3812,-3873098.6490,3693978.1750,0.0000,136.3560,32.8005,13,14,-36.6684,23.6137,0.0000,0.9176,0.9176,0.9176
eu_phil_1ababbba            ,136.4220,32.8050,136.5080,32.8300,165.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,8517.3639,-3877155.9389,3689327.9712,3449764.1091,-3881596.8091,3682467.9323,3452099.0138,136.4650,32.8175,136.4650,32.8175,-3879377.2377,3685898.7687,3450932.3344,-3879377.2377,3685898.7687,0.0000,136.4650,32.8175,13,14,-29.9066,31.7915,0.0000,0.9456,0.9456,0.9456
eu_phil_1ababbbba           ,136.5080,32.8300,136.7930,32.9410,165.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,29372.5896,-3881596.8091,3682467.9323,3452099.0138,-3894984.0465,3658529.0771,3462458.0475,136.6505,32.8855,136.6504,32.8856,-3888300.7319,3670508.1774,3457287.7519,-3888300.7319,3670508.1774,0.0000,136.6504,32.8856,13,14,-26.5923,33.8337,0.0000,0.9622,0.9622,0.9622
eu_phil_1ababbbbba          ,136.7930,32.9410,136.9020,33.0010,165.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,12170.0230,-3894984.0465,3658529.0771,3462458.0475,-3899287.3078,3648633.2328,3468052.1169,136.8475,32.9710,136.8475,32.9710,-3897137.4522,3653582.8079,3465256.6725,-3897137.4522,3653582.8079,0.0000,136.8475,32.9710,13,14,-21.6235,36.4249,0.0000,0.9879,0.9879,0.9879
eu_phil_1ababbbbbb          ,136.9020,33.0010,137.0780,33.0450,165.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,17152.2909,-3899287.3078,3648633.2328,3468052.1169,-3908525.2721,3634823.5204,3472152.0177,136.9900,33.0230,136.9900,33.0230,-3903909.8131,3641731.6500,3470105.2177,-3903909.8131,3641731.6500,0.0000,136.9900,33.0230,13,14,-30.6477,27.8016,0.0000,0.9419,0.9419,0.9419
eu_phil_1abbaa              ,137.0780,33.0450,137.2400,33.1740,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,20816.4169,-3908525.2721,3634823.5204,3472152.0177,-3913037.3167,3618441.2298,3484160.3704,137.1590,33.1095,137.1589,33.1095,-3910786.5117,3626637.1778,3478160.8792,-3910786.5117,3626637.1778,0.0000,137.1589,33.1095,13,14,-15.3274,39.2913,0.0000,1.0192,1.0192,1.0192
eu_phil_1abbab              ,137.2400,33.1740,137.4500,33.2530,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,21448.9444,-3913037.3167,3618441.2298,3484160.3704,-3922730.5092,3600822.8799,3491505.6067,137.3450,33.2135,137.3450,33.2135,-3917889.4480,3609637.1263,3487837.9479,-3917889.4480,3609637.1263,0.0000,137.3450,33.2135,13,14,-26.4379,30.6399,0.0000,0.9630,0.9630,0.9630
eu_phil_1abbbaa             ,137.4500,33.2530,137.6520,33.3500,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,21671.9124,-3922730.5092,3600822.8799,3491505.6067,-3931026.7677,3582983.7036,3500515.3611,137.5510,33.3015,137.5509,33.3015,-3926884.3066,3591908.4433,3496015.5662,-3926884.3066,3591908.4433,0.0000,137.5509,33.3015,13,14,-23.4663,32.1529,0.0000,0.9784,0.9784,0.9784
eu_phil_1abbbab             ,137.6520,33.3500,137.7200,33.3720,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,6782.8953,-3931026.7677,3582983.7036,3500515.3611,-3934281.6238,3577411.2310,3502557.4157,137.6860,33.3610,137.6860,33.3610,-3932654.7511,3580197.9703,3501536.8859,-3932654.7511,3580197.9703,0.0000,137.6860,33.3610,13,14,-27.6565,27.2764,0.0000,0.9569,0.9569,0.9569
eu_phil_1abbbba             ,137.7200,33.3720,137.8030,33.4380,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,10639.4784,-3934281.6238,3577411.2310,3502557.4157,-3936468.1682,3568995.8130,3508680.4798,137.7615,33.4050,137.7615,33.4050,-3935376.2673,3573204.7579,3505620.1812,-3935376.2673,3573204.7579,0.0000,137.7615,33.4050,13,14,-15.8459,35.9884,0.0000,1.0179,1.0179,1.0179
eu_phil_1abbbbba            ,137.8030,33.4380,137.9150,33.5630,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,17335.6971,-3936468.1682,3568995.8130,3508680.4798,-3937746.8388,3556155.1797,3520264.4266,137.8590,33.5005,137.8590,33.5005,-3937111.1482,3562578.7708,3514475.7461,-3937111.1482,3562578.7708,0.0000,137.8590,33.5005,13,15,-18.3608,48.2438,0.0000,0.8743,0.8743,0.8743
eu_phil_1abbbbbb            ,137.9150,33.5630,138.0580,33.6690,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,17729.2226,-3937746.8388,3556155.1797,3520264.4266,-3941759.0805,3541957.2173,3530074.4871,137.9865,33.6160,137.9865,33.6160,-3939756.7705,3549059.6059,3525172.8985,-3939756.7705,3549059.6059,0.0000,137.9865,33.6160,13,15,-26.7119,40.1353,0.0000,1.4235,1.4235,1.4235
eu_phil_1baaa               ,138.0580,33.6690,138.1780,33.7850,155.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,17006.8475,-3941759.0805,3541957.2173,3530074.4871,-3943834.5660,3528920.9121,3540796.1779,138.1180,33.7270,138.1180,33.7270,-3942800.3348,3535442.1900,3535438.5163,-3942800.3348,3535442.1900,0.0000,138.1180,33.7270,13,15,-21.6307,41.8241,0.0000,1.0699,1.0699,1.0699
eu_phil_1baab               ,138.1780,33.7850,138.3620,33.8850,155.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,20325.0141,-3943834.5660,3528920.9121,3540796.1779,-3950522.4237,3512126.0981,3550027.3678,138.2700,33.8350,138.2699,33.8350,-3947183.5073,3520527.9450,3545416.3098,-3947183.5073,3520527.9450,0.0000,138.2699,33.8350,13,15,-30.8152,30.0757,0.0000,1.7303,1.7303,1.7303
eu_phil_1baba               ,138.3620,33.8850,138.4670,34.0410,155.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,1,1,0,0,19839.3628,-3950522.4237,3512126.0981,3550027.3678,-3949701.9386,3498458.6507,3564406.4200,138.4145,33.9630,138.4145,33.9630,-3950116.9705,3505296.5970,3557221.2678,-3950116.9705,3505296.5970,0.0000,138.4145,33.9630,13,15,-15.4400,38.7572,0.0000,0.8292,0.8292,0.8292
