name,lon1,lat1,lon2,lat2,dip,res,other3,other6,other7,other8,other9,other10,other11,other12,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag,length,x1,y1,z1,x2,y2,z2,mid_lon_plate_carree,mid_lat_plate_carree,mid_lon,mid_lat,mid_x,mid_y,mid_z,centroid_x,centroid_y,centroid_z,centroid_lon,centroid_lat,west_labels,east_labels,model_strike_slip_rate,model_dip_slip_rate,model_tensile_slip_rate,model_strike_slip_rate_uncertainty,model_dip_slip_rate_uncertainty,model_tensile_slip_rate_uncertainty
median_tectonic_lineaaababba,132.9050,33.7980,132.9740,33.8310,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,7362.6973,-3602285.0877,3875842.0984,3541996.8432,-3605558.8351,3870007.8723,3545043.8666,132.9395,33.8145,132.9395,33.8145,-3603922.5621,3872925.6267,3543520.9493,-3603922.5621,3872925.6267,7.5000,132.9395,33.8145,10,13,-6.8011,0.0000,-2.6892,0.4303,0.4303,0.4303
median_tectonic_lineaaababbb,132.9740,33.8310,133.0950,33.8770,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,12305.3173,-3605558.8351,3870007.8723,3545043.8666,-3611777.9804,3860305.2935,3549289.2702,133.0345,33.8540,133.0345,33.8540,-3608670.0863,3865158.3706,3547168.2283,-3608670.0863,3865158.3706,7.5000,133.0345,33.8540,10,13,-7.0274,0.0000,-2.3055,0.4389,0.4389,0.4389
median_tectonic_lineaaabb   ,133.0950,33.8770,133.2500,33.9020,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,14603.8448,-3611777.9804,3860305.2935,3549289.2702,-3621146.4153,3849392.0075,3551595.5953,133.1725,33.8895,133.1725,33.8895,-3616464.5619,3854851.1633,3550444.7669,-3616464.5619,3854851.1633,7.5000,133.1725,33.8895,10,13,-7.4077,0.0000,-0.9433,0.4594,0.4594,0.4594
median_tectonic_lineaabaa   ,133.2500,33.9020,133.6270,33.9770,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,35832.7863,-3621146.4153,3849392.0075,3551595.5953,-3643185.6554,3822113.6400,3558510.5121,133.4385,33.9395,133.4384,33.9396,-3632180.3351,3835767.8736,3555067.1294,-3632180.3351,3835767.8736,7.5000,133.4384,33.9396,10,13,-7.3463,0.0000,-1.9300,0.4561,0.4561,0.4561
median_tectonic_lineaabab   ,133.6270,33.9770,133.8570,34.0420,120.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,22436.1665,-3643185.6554,3822113.6400,3558510.5121,-3655699.7737,3804544.7836,3564498.5083,133.7420,34.0095,133.7420,34.0096,-3649448.3520,3813335.0754,3561510.0435,-3649451.8789,3813337.5876,7.5000,133.7419,34.0096,10,13,-7.0863,6.7135,0.0000,0.4523,0.4523,0.4523
median_tectonic_lineaabba   ,133.8570,34.0420,134.0970,34.0680,120.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,22344.9405,-3655699.7737,3804544.7836,3564498.5083,-3670478.1269,3788036.4605,3566892.4227,133.9770,34.0550,133.9770,34.0551,-3663094.5526,3796296.4169,3565700.9514,-3663097.7789,3796299.3050,7.5000,133.9770,34.0551,10,13,-7.6584,4.9605,0.0000,0.4545,0.4545,0.4545
median_tectonic_lineaabbb   ,134.0970,34.0680,134.7680,34.1950,120.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,63477.3060,-3670478.1269,3788036.4605,3566892.4227,-3709010.7009,3739169.7689,3578575.2083,134.4325,34.1315,134.4322,34.1320,-3689789.9917,3763649.4527,3572778.2013,-3689793.3920,3763652.1338,7.5000,134.4322,34.1320,10,13,-7.3390,8.6546,0.0000,0.4564,0.4564,0.4564
median_tectonic_lineabaaaa  ,134.7680,34.1950,134.8900,34.3450,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,20077.0503,-3709010.7009,3739169.7689,3578575.2083,-3710339.4447,3724613.5473,3592351.1228,134.8290,34.2700,134.8289,34.2700,-3709679.6797,3731896.2601,3585467.6737,-3709679.6797,3731896.2601,7.5000,134.8289,34.2700,10,16,-2.2397,0.0000,-8.4565,0.7454,0.7454,0.7454
median_tectonic_lineabaaab  ,134.8900,34.3450,134.9490,34.4660,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,14477.2377,-3710339.4447,3724613.5473,3592351.1228,-3708804.9087,3715413.3402,3603445.7568,134.9195,34.4055,134.9195,34.4055,-3709574.5718,3720015.8329,3597900.7992,-3709574.5718,3720015.8329,7.5000,134.9195,34.4055,10,16,-0.4356,0.0000,-8.6425,0.8682,0.8682,0.8682
median_tectonic_lineabaab   ,134.9490,34.4660,135.1990,34.7070,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,35225.3076,-3708804.9087,3715413.3402,3603445.7568,-3714193.4246,3688482.3093,3625495.4034,135.0740,34.5865,135.0738,34.5866,-3711513.3485,3701961.8635,3614484.5395,-3711513.3485,3701961.8635,7.5000,135.0738,34.5866,10,16,-3.1395,0.0000,-7.9221,0.7020,0.7020,0.7020
median_tectonic_lineababa   ,135.1990,34.7070,135.3370,34.7880,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,15505.5448,-3714193.4246,3688482.3093,3625495.4034,-3719417.3581,3675919.2644,3632891.8975,135.2680,34.7475,135.2680,34.7475,-3716808.1393,3682203.4896,3629196.3543,-3716808.1393,3682203.4896,7.5000,135.2680,34.7475,10,16,-4.9242,0.0000,-6.7991,0.6277,0.6277,0.6277
median_tectonic_lineababb   ,135.3370,34.7880,135.4670,34.8290,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,12734.9976,-3719417.3581,3675919.2644,3632891.8975,-3725894.0724,3665646.5992,3636633.0352,135.4020,34.8085,135.4020,34.8085,-3722657.5680,3670784.7495,3634764.2862,-3722657.5680,3670784.7495,7.5000,135.4020,34.8085,10,16,-6.4511,0.0000,-5.2815,0.5895,0.5895,0.5895
mex-coast                   ,253.9200,18.8600,268.6400,12.8800,90.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,1708687.4103,-1668961.9737,-5789839.0153,2058320.0842,-147324.0320,-6205485.2294,1419366.1116,261.2800,15.8700,261.3892,15.9963,-916428.5476,-6051900.8551,1754709.7247,-916428.5476,-6051900.8551,-7.5000,261.3892,15.9963,6,2,7.1548,0.0000,30.8741,99.2427,99.2427,99.2427
mtl-conn1a                  ,135.4670,34.8290,135.6520,34.8560,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,17183.6782,-3725894.0724,3665646.5992,3636633.0352,-3736484.5751,3652398.8020,3639095.6944,135.5595,34.8425,135.5595,34.8425,-3731192.6991,3659026.0019,3637867.6750,-3731192.6991,3659026.0019,0.0000,135.5595,34.8425,10,16,-7.3185,0.0000,-3.8987,0.5869,0.5869,0.5869
mtl-conn1baa                ,135.6520,34.8560,135.7300,34.8620,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,7163.6611,-3736484.5751,3652398.8020,3639095.6944,-3741180.4295,3647042.6974,3639642.8422,135.6910,34.8590,135.6910,34.8590,-3738833.0897,3649721.3223,3639369.8436,-3738833.0897,3649721.3223,0.0000,135.6910,34.8590,10,16,-7.6073,0.0000,-3.2231,0.5905,0.5905,0.5905
mtl-conn1bab                ,135.7300,34.8620,135.7750,34.8920,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,5291.7334,-3741180.4295,3647042.6974,3639642.8422,-3742677.4971,3642773.5649,3642377.9828,135.7525,34.8770,135.7525,34.8770,-3741929.2856,3644908.4428,3641010.7288,-3741929.2856,3644908.4428,0.0000,135.7525,34.8770,5,16,-5.2297,0.0000,-6.8303,0.5360,0.5360,0.5360
mtl-conn1bba                ,135.7750,34.8920,135.8310,34.9760,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,10630.9883,-3742677.4971,3642773.5649,3642377.9828,-3742401.7542,3635389.0881,3650031.0614,135.8030,34.9340,135.8030,34.9340,-3742540.9283,3639082.5850,3646205.8089,-3742540.9283,3639082.5850,0.0000,135.8030,34.9340,5,16,-2.2499,0.0000,-8.2872,0.5323,0.5323,0.5323
mtl-conn1bbb                ,135.8310,34.9760,135.8760,35.0580,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,9981.3123,-3742401.7542,3635389.0881,3650031.0614,-3741502.1575,3628808.0822,3657494.3567,135.8535,35.0170,135.8535,35.0170,-3741953.1039,3632099.6930,3653763.8470,-3741953.1039,3632099.6930,0.0000,135.8535,35.0170,5,16,-1.5942,0.0000,-8.4162,0.5314,0.5314,0.5314
muikamachia                 ,138.3340,36.7270,138.3870,36.8560,135.0000,100,0,0,0,0,0,0,0,0,10.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,15076.9381,-3812458.2085,3392720.2323,3807750.4245,-3809175.6391,3383490.2491,3819231.0936,138.3605,36.7915,138.3605,36.7915,-3810819.5875,3388107.5975,3813493.4694,-3810817.2320,3388108.4352,-2.5000,138.3605,36.7915,9,1,-0.5213,14.8333,0.0000,0.6413,0.6413,0.6413
muikamachibaaa              ,138.3870,36.8560,138.5990,37.1040,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,33373.0445,-3809175.6391,3383490.2491,3819231.0936,-3809232.9572,3358408.7577,3841248.0205,138.4930,36.9800,138.4928,36.9800,-3809217.3474,3370960.9636,3830252.8434,-3809217.3474,3370960.9636,0.0000,138.4928,36.9800,9,1,-3.3400,13.1296,0.0000,0.6763,0.6763,0.6763
muikamachibaab              ,138.5990,37.1040,138.7710,37.3330,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,29647.3531,-3809232.9572,3358408.7577,3841248.0205,-3807720.6412,3336813.2300,3861514.2688,138.6850,37.2185,138.6849,37.2185,-3808487.0944,3347619.9777,3851391.6963,-3808487.0944,3347619.9777,0.0000,138.6849,37.2185,9,1,-2.7853,12.1825,0.0000,0.6702,0.6702,0.6702
muikamachibabaa             ,138.7710,37.3330,138.9270,37.5230,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,25205.6093,-3807720.6412,3336813.2300,3861514.2688,-3807117.1893,3318001.9504,3878282.2519,138.8490,37.4280,138.8489,37.4280,-3807426.3537,3327414.0418,3869905.9184,-3807426.3537,3327414.0418,0.0000,138.8489,37.4280,9,1,-3.0876,10.9696,0.0000,0.6701,0.6701,0.6701
muikamachibabab             ,138.9270,37.5230,139.0220,37.7170,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,23107.6736,-3807117.1893,3318001.9504,3878282.2519,-3802677.7018,3303054.6701,3895359.2394,138.9745,37.6200,138.9744,37.6200,-3804903.6907,3310533.7136,3886827.2276,-3804903.6907,3310533.7136,0.0000,138.9744,37.6200,9,1,-1.4793,10.7153,0.0000,0.6841,0.6841,0.6841
muikamachibabba             ,139.0220,37.7170,139.1410,37.8110,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,14791.8112,-3802677.7018,3303054.6701,3895359.2394,-3804691.1491,3290964.3427,3903617.6063,139.0815,37.7640,139.0815,37.7640,-3803686.9832,3297011.7050,3899491.0709,-3803686.9832,3297011.7050,0.0000,139.0815,37.7640,9,1,-4.2820,8.2675,0.0000,0.6254,0.6254,0.6254
muikamachibabbb             ,139.1410,37.8110,139.3220,37.9200,135.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,20000.7056,-3804691.1491,3290964.3427,3903617.6063,-3809429.5801,3274082.3157,3913180.6406,139.2315,37.8655,139.2314,37.8655,-3807065.0422,3282527.3299,3908403.9652,-3807060.2282,3282525.9787,-5.0000,139.2315,37.8655,9,1,-4.9837,6.7350,0.0000,0.6034,0.6034,0.6034
muikamachibb                ,139.3220,37.9200,139.4190,38.0210,135.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,14082.6660,-3809429.5801,3274082.3157,3913180.6406,-3809722.1072,3263135.9448,3922029.1602,139.3705,37.9705,139.3705,37.9705,-3809578.1660,3268611.1068,3917607.3171,-3809570.6687,3268610.9065,-7.5000,139.3705,37.9705,9,1,-3.5928,7.7384,0.0000,0.6681,0.6681,0.6681
n_ridge_1aaaa               ,131.5140,33.2990,131.7940,33.3510,120.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,26700.8407,-3544766.5037,3965441.2334,3500608.1930,-3527449.7582,3985094.1259,3495779.5229,131.6540,33.3250,131.6540,33.3251,-3536115.8614,3975276.3429,3498201.5485,-3536115.8614,3975276.3429,0.0000,131.6540,33.3251,10,13,-6.5859,-5.5959,0.0000,0.4990,0.4990,0.4990
n_ridge_1aaab               ,131.4060,33.2590,131.5140,33.2990,120.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,10995.7438,-3527449.7582,3985094.1259,3495779.5229,-3521545.0455,3993565.6435,3492063.2017,131.4600,33.2790,131.4600,33.2790,-3524498.7111,3989331.3585,3493922.6678,-3524498.7111,3989331.3585,0.0000,131.4600,33.2790,10,13,-7.0687,-3.8837,0.0000,0.4421,0.4421,0.4421
n_ridge_1aaba               ,131.2360,33.2080,131.4060,33.2590,120.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,16824.3939,-3521545.0455,3993565.6435,3492063.2017,-3511727.9288,4006332.5781,3487322.4241,131.3210,33.2335,131.3210,33.2335,-3516639.5435,3999952.5707,3489695.8628,-3516639.5435,3999952.5707,0.0000,131.3210,33.2335,10,13,-6.8965,-5.6169,0.0000,0.4616,0.4616,0.4616
n_ridge_1aabb               ,131.1090,33.1020,131.2360,33.2080,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,16690.6196,-3511727.9288,4006332.5781,3487322.4241,-3507074.9660,4018960.9536,3477460.2080,131.1725,33.1550,131.1725,33.1550,-3509404.4600,4012650.1850,3482394.3330,-3509404.4600,4012650.1850,0.0000,131.1725,33.1550,5,13,-8.7297,0.0000,1.5515,0.4077,0.4077,0.4077
n_ridge_1aba                ,130.9170,32.9590,131.1090,33.1020,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,23942.6574,-3507074.9660,4018960.9536,3477460.2080,-3499261.2644,4037236.5815,3464136.6673,131.0130,33.0305,131.0129,33.0305,-3503174.3018,4028105.8290,3470804.6189,-3503174.3018,4028105.8290,0.0000,131.0129,33.0305,5,13,-8.6085,0.0000,2.6482,0.4080,0.4080,0.4080
n_ridge_1abb                ,130.8290,32.9080,130.9170,32.9590,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,9986.2279,-3499261.2644,4037236.5815,3464136.6673,-3495071.0024,4044937.8619,3459379.6905,130.8730,32.9335,130.8730,32.9335,-3497167.2069,4041088.4536,3461759.2491,-3497167.2069,4041088.4536,0.0000,130.8730,32.9335,5,13,-8.1725,0.0000,4.1778,0.4084,0.4084,0.4084
n_ridge_2a                  ,121.7760,24.2830,121.9170,24.8120,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,60311.5982,-3056430.8125,4934131.9454,2618572.9120,-3055651.4095,4905864.1339,2672048.4697,121.8465,24.5475,121.8464,24.5475,-3056075.5448,4920053.3176,2645341.0135,-3056075.5448,4920053.3176,7.5000,121.8464,24.5475,12,19,-96.9570,0.0000,22.0300,6.6580,6.6580,6.6580
n_ridge_2baaaaa             ,121.9170,24.8120,122.4860,24.9090,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,58500.4441,-3055651.4095,4905864.1339,2672048.4697,-3101785.5966,4871454.4531,2681829.4289,122.2015,24.8605,122.2014,24.8608,-3078750.8636,4888710.5620,2676967.2435,-3078750.8636,4888710.5620,2.5000,122.2014,24.8608,12,19,-26.4779,0.0000,87.8302,3.2349,3.2349,3.2349
n_ridge_2baaaab             ,122.4860,24.9090,123.1940,24.8540,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,71799.9222,-3101785.5966,4871454.4531,2681829.4289,-3163151.4317,4834907.0248,2676284.4660,122.8400,24.8815,122.8401,24.8819,-3132517.9832,4853257.4629,2679099.5773,-3132517.9832,4853257.4629,2.5000,122.8401,24.8819,19,12,-4.3092,0.0000,77.0806,2.3701,2.3701,2.3701
n_ridge_2baaab              ,123.1940,24.8540,123.7170,24.8950,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,53045.1452,-3163151.4317,4834907.0248,2676284.4660,-3206088.5383,4804238.3291,2680418.2180,123.4555,24.8745,123.4555,24.8747,-3184647.4758,4819614.2375,2678374.6038,-3184647.4758,4819614.2375,2.5000,123.4555,24.8747,12,19,-16.1726,0.0000,61.0584,2.6588,2.6588,2.6588
n_ridge_2baab               ,123.7170,24.8950,123.7850,24.9090,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,7042.9002,-3206088.5383,4804238.3291,2680418.2180,-3211423.7648,4799885.3923,2681829.4289,123.7510,24.9020,123.7510,24.9020,-3208756.6405,4802062.5905,2681124.2343,-3208756.6405,4802062.5905,2.5000,123.7510,24.9020,12,19,-23.5149,0.0000,51.4882,2.7236,2.7236,2.7236
n_ridge_2bab                ,123.7850,24.9090,124.6860,25.1430,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,94558.7772,-3211423.7648,4799885.3923,2681829.4289,-3280243.4003,4739747.1653,2705393.0408,124.2355,25.0260,124.2351,25.0267,-3245922.8020,4769946.9654,2693685.6855,-3245922.8020,4769946.9654,2.5000,124.2351,25.0267,12,19,-26.6059,0.0000,38.3330,2.7335,2.7335,2.7335
n_ridge_2bb                 ,124.6710,25.4730,124.6860,25.1430,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,36587.7645,-3280243.4003,4739747.1653,2705393.0408,-3270084.0900,4727712.1184,2738546.9927,124.6785,25.3080,124.6785,25.3080,-3275177.2944,4733749.2350,2721981.5084,-3275177.2944,4733749.2350,2.5000,124.6785,25.3080,12,20,-28.2595,0.0000,5.8870,2.5823,2.5823,2.5823
n_ridge_3aaaaaaa            ,124.6710,25.4730,125.7320,25.6520,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,108443.3575,-3270084.0900,4727712.1184,2738546.9927,-3352053.1276,4659381.9351,2756492.5673,125.2015,25.5625,125.2011,25.5635,-3311188.1698,4693716.1323,2747619.5579,-3311188.1698,4693716.1323,2.5000,125.2011,25.5635,12,20,1.2657,0.0000,27.8132,1.1816,1.1816,1.1816
n_ridge_3aaaaaab            ,125.6400,25.9140,125.7320,25.6520,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,30457.0940,-3352053.1276,4659381.9351,2756492.5673,-3337187.5955,4654465.7568,2782710.7167,125.6860,25.7830,125.6861,25.7830,-3344629.9208,4656937.2033,2769609.7268,-3344629.9208,4656937.2033,2.5000,125.6861,25.7830,12,20,-26.8010,0.0000,-2.3323,2.0019,2.0019,2.0019
n_ridge_3aaaaaba            ,125.6400,25.9140,126.1010,26.1350,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,52237.9464,-3337187.5955,4654465.7568,2782710.7167,-3368179.5288,4618757.7060,2804780.8072,125.8705,26.0245,125.8703,26.0247,-3352711.7476,4636650.5105,2793769.3968,-3352711.7476,4636650.5105,2.5000,125.8703,26.0247,12,20,-7.4338,0.0000,25.4155,1.2021,1.2021,1.2021
n_ridge_3aaaaabb            ,126.1010,26.1350,126.3630,26.3690,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,36840.6034,-3368179.5288,4618757.7060,2804780.8072,-3382444.8645,4594044.8360,2828103.6481,126.2320,26.2520,126.2319,26.2521,-3375326.3504,4606420.4672,2816454.1482,-3375326.3504,4606420.4672,2.5000,126.2319,26.2521,12,20,-14.3635,0.0000,21.3849,1.3941,1.3941,1.3941
n_ridge_3aaaab              ,126.3630,26.3690,126.4390,26.5200,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,18367.1232,-3382444.8645,4594044.8360,2828103.6481,-3384096.8744,4583542.1022,2843128.8405,126.4010,26.4445,126.4010,26.4445,-3383274.4016,4588798.2373,2835619.2486,-3383274.4016,4588798.2373,2.5000,126.4010,26.4445,12,20,-20.9392,0.0000,14.3696,1.5653,1.5653,1.5653
n_ridge_3aaab               ,126.4390,26.5200,126.8090,26.8230,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,49835.1905,-3384096.8744,4583542.1022,2843128.8405,-3404569.1560,4549491.4641,2873219.0555,126.6240,26.6715,126.6238,26.6716,-3394359.0476,4566551.5865,2858196.0613,-3394359.0476,4566551.5865,2.5000,126.6238,26.6716,12,20,-13.6843,0.0000,20.8386,1.3926,1.3926,1.3926
n_ridge_3aabaa              ,126.7520,26.9720,126.8090,26.8230,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,17453.6141,-3404569.1560,4549491.4641,2873219.0555,-3395559.1305,4546874.0670,2887986.4736,126.7805,26.8975,126.7805,26.8975,-3400067.3318,4548187.0474,2880605.5236,-3400067.3318,4548187.0474,2.5000,126.7805,26.8975,12,20,-24.1517,0.0000,-4.6093,1.3234,1.3234,1.3234
n_ridge_3aababa             ,126.7520,26.9720,126.8850,27.1540,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,24098.8312,-3395559.1305,4546874.0670,2887986.4736,-3400581.2554,4531619.3681,2905998.0196,126.8185,27.0630,126.8184,27.0630,-3398076.2961,4539254.8231,2896997.5144,-3398076.2961,4539254.8231,2.5000,126.8184,27.0630,12,20,-18.5994,0.0000,15.9111,1.5201,1.5201,1.5201
n_ridge_3aababb             ,126.8850,27.1540,127.4080,27.4840,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,63376.0717,-3400581.2554,4531619.3681,2905998.0196,-3431579.2112,4487020.7136,2938581.4086,127.1465,27.3190,127.1461,27.3192,-3416122.5459,4509375.5581,2922326.1776,-3416122.5459,4509375.5581,2.5000,127.1461,27.3192,12,20,-11.6177,0.0000,20.8181,1.4211,1.4211,1.4211
n_ridge_3aabb               ,127.3250,27.6430,127.4080,27.4840,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,19432.4785,-3431579.2112,4487020.7136,2938581.4086,-3420117.8965,4485485.0272,2954245.9454,127.3665,27.5635,127.3665,27.5635,-3425852.5303,4486258.1034,2946417.1688,-3425852.5303,4486258.1034,2.5000,127.3665,27.5635,12,20,-21.9996,0.0000,-7.9886,1.1761,1.1761,1.1761
na-e                        ,268.6400,12.8800,285.1230,83.2540,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,7856039.4450,195139.7999,-722067.6601,6323360.6741,-147324.0320,-6205485.2294,1419366.1116,276.8815,48.0670,270.3997,48.2756,29560.2424,-4237741.9391,4752370.0309,29560.2424,-4237741.9391,0.0000,270.3997,48.2756,2,6,-38.5885,0.0000,24.0878,59.6184,59.6184,59.6184
neodaniaaa                  ,137.1580,35.2700,137.2000,35.2030,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,8358.8100,-3817547.1256,3535087.3988,3670673.3017,-3811804.8313,3534963.7123,3676754.9472,137.1790,35.2365,137.1790,35.2365,-3814676.7943,3535026.3164,3673714.9262,-3814676.7943,3535026.3164,0.0000,137.1790,35.2365,17,18,0.6549,0.0000,-1.6280,1.1104,1.1104,1.1104
