lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,strike_slip_rate,dip_slip_rate
134.847,32.5963,-2.7409163,134.767,32.6697,-4.4228778,134.748,32.5453,-3.6769105,-9.824906301101397,13.52195174371836
134.476,32.6962,-8.1886388,134.629,32.6546,-6.0674101,134.572,32.7916,-7.9957555,-14.846425078582826,24.627586272213044
134.748,32.5453,-3.6769105,134.767,32.6697,-4.4228778,134.629,32.6546,-6.0674101,-10.832949601938456,15.839041119997923
134.458,32.5694,-7.3571455,134.629,32.6546,-6.0674101,134.476,32.6962,-8.1886388,-13.086504679578063,23.351335700741842
135.919,32.8188,-3.0658399,135.762,32.6553,0.0,135.92,32.6848,0.0,-2.6488393836088022,1.9256628516844403
137.224,33.5079,-5.9128862,137.142,33.6013,-7.9712047,137.062,33.475,-6.7451185,-11.385283343465256,11.307471009538444
137.899,33.5512,0.0,138.019,33.6431,0.0,137.828,33.6957,-2.7309865,-2.450759473051168,1.549851012854826
132.408,31.2235,-10.0,132.603,31.2565,-7.2004582,132.486,31.342,-10.0,3.012449457632362,-6.823899032308939
132.603,31.2565,-7.2004582,132.408,31.2235,-10.0,132.521,31.1453,-7.043649,2.5271575058361693,-6.676240607399033
136.433,33.172,-7.2518423,136.468,33.3142,-10.0,136.317,33.264,-10.0,-15.016335660906787,14.96104567737428
137.224,33.5079,-5.9128862,137.302,33.601,-6.626824,137.142,33.6013,-7.9712047,-11.479287000693883,11.013536188445222
133.426,31.6852,-2.3588247,133.372,31.5611,0.0,133.495,31.6214,0.0,0.08320157793712224,1.8760011651687722
137.488,33.7704,-7.2298294,137.463,33.5829,-4.9474332,137.612,33.6346,-4.0220501,-9.669823704767898,7.358890372816347
137.202,33.1595,0.0,137.074,33.1897,-1.77536,137.106,33.0662,0.0,-1.9521812927535955,2.0655762381936444
137.074,33.1897,-1.77536,136.991,33.1493,-1.9826412,137.106,33.0662,0.0,-2.8875570242045976,3.0856917486610325
137.039,33.2743,-3.9489243,136.931,33.3439,-6.1836091,136.878,33.2332,-4.4903772,-8.710030908620285,9.328933411289853
136.931,33.3439,-6.1836091,136.754,33.3139,-7.3437822,136.878,33.2332,-4.4903772,-10.07297697736226,10.838736130656283
133.96,32.2734,-10.0,133.982,32.136,-6.5575368,134.117,32.2049,-5.8910232,-4.882048771939278,17.18459801769336
