name,lon1,lat1,lon2,lat2,dip,create_ribbon_mesh,locking_depth,locking_depth_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,mesh_file_name,mesh_flag,ss_rate_bound_flag,ss_rate_bound_min,ss_rate_bound_max,ds_rate_bound_flag,ds_rate_bound_min,ds_rate_bound_max,ts_rate_bound_flag,ts_rate_bound_min,ts_rate_bound_max
cfma_cerro_prieto_extruded_90_trace_part7_s,245.106000,32.057000,245.147000,32.013000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_cerro_prieto_extruded_90_trace_part8_s,245.251000,31.926000,245.344000,31.826000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_cerro_prieto_extruded_90_trace_part9_s,245.147000,32.013000,245.199000,31.965000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_chino_extruded_65_upper_complete_trace_part2_s,242.352000,33.909000,242.403000,33.854000,53,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_chino_extruded_65_upper_complete_trace_part3_s,242.292000,33.967000,242.352000,33.909000,61.2,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_chino_extruded_65_upper_complete_trace_part4_sa,242.255000,34.033000,242.274000,34.000000,67.3,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_chino_extruded_65_upper_complete_trace_part4_sb,242.274000,34.000000,242.292000,33.967000,67.3,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coronado_banks_complete_trace_part1_sa,242.734000,32.497000,242.950000,32.194000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coronado_banks_complete_trace_part1_sb,242.950000,32.194000,243.165000,31.890000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coronado_banks_complete_trace_part2_s,242.702000,32.554000,242.734000,32.497000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coronado_banks_complete_trace_part3_s,242.685000,32.596000,242.702000,32.554000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coronado_banks_complete_trace_part4_s,242.656000,32.626000,242.685000,32.596000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coronado_banks_complete_trace_part5_s,242.587000,32.680000,242.656000,32.626000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coronado_banks_complete_trace_part6_s,242.567000,32.725000,242.587000,32.680000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coronado_banks_complete_trace_part7_s,242.533000,32.754000,242.567000,32.725000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coronado_banks_complete_trace_part8_s,242.493000,32.810000,242.533000,32.754000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coronado_banks_complete_trace_part9_s,242.480000,32.867000,242.493000,32.810000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coyote_creek_san_jacinto_extruded_90dip_trace_part1_s,243.457000,33.471000,243.530000,33.422000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coyote_creek_san_jacinto_extruded_90dip_trace_part2_s,243.717000,33.265000,243.795000,33.208000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coyote_creek_san_jacinto_extruded_90dip_trace_part3_s,243.530000,33.422000,243.717000,33.265000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coyote_moutain_elsinore_extrapolated_trace_part2_s,243.687000,32.969000,243.755000,32.891000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coyote_moutain_elsinore_extrapolated_trace_part3_s,243.755000,32.891000,243.822000,32.839000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coyote_moutain_elsinore_extrapolated_trace_part4_s,243.822000,32.839000,243.901000,32.816000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_coyote_moutain_elsinore_extrapolated_trace_part5_s,243.901000,32.816000,243.959000,32.787000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_garlock_complete_trace_part10_sb,242.510000,35.499000,242.705000,35.543000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_garlock_complete_trace_part11_s,242.705000,35.543000,242.861000,35.585000,90,0,15,0,6.5,4.5,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_garlock_complete_trace_part12_saaa,242.994000,35.605000,243.111000,35.607000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_garlock_complete_trace_part7_s,241.977000,35.284000,242.187000,35.398000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_glen_ivy_complete_trace_part2_s,242.452000,33.815000,242.499000,33.782000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_goldstone_lake_extruded_90_trace_part1_s,243.032000,35.489000,243.075000,35.455000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_goldstone_lake_extruded_90_trace_part2_s,243.075000,35.455000,243.118000,35.397000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_goldstone_lake_extruded_90_trace_part3_s,243.262000,35.226000,243.323000,35.163000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_goldstone_lake_extruded_90_trace_part4_s,243.118000,35.397000,243.262000,35.226000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_helendale_south_lockhart_extruded_90_trace_part8_s,242.403000,35.110000,242.503000,35.045000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_hunter_mountain_complete_trace_part1_s,242.048000,36.925000,242.106000,36.773000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_hunter_mountain_complete_trace_part2_s,242.106000,36.773000,242.139000,36.739000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_hunter_mountain_complete_trace_part3_s,242.139000,36.739000,242.180000,36.674000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_hunter_mountain_complete_trace_part4_s,242.180000,36.674000,242.294000,36.636000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_hunter_mountain_complete_trace_part5_s,242.294000,36.636000,242.342000,36.615000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_hunter_mountain_complete_trace_part6_s,242.342000,36.615000,242.388000,36.574000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_hunter_mountain_complete_trace_part7_s,242.388000,36.574000,242.437000,36.540000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_hunter_mountain_complete_trace_part8_s,242.437000,36.540000,242.525000,36.498000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_imperial_extrapolated_trace_0_part5_s,244.465000,32.872000,244.522000,32.807000,90,0,2.5,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_newport_inglewood_complete_trace_part1_s,241.616000,34.040000,241.640000,33.989000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_newport_inglewood_complete_trace_part2_s,241.640000,33.989000,241.671000,33.948000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_newport_inglewood_complete_trace_part3_s,241.671000,33.948000,241.749000,33.877000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_newport_inglewood_complete_trace_part4_s,241.749000,33.877000,241.794000,33.827000,90,0,15,0,0,0,0,1.2,0.6,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_newport_inglewood_complete_trace_part5_s,241.794000,33.827000,241.850000,33.789000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_newport_inglewood_complete_trace_part6_s,241.850000,33.789000,241.937000,33.718000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_newport_inglewood_complete_trace_part7_s,241.937000,33.718000,242.007000,33.674000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_newport_inglewood_complete_trace_part8_s,242.007000,33.674000,242.101000,33.581000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_north_san_gabriel_extruded_60_trace_part1_s_2,241.125000,34.716000,241.184000,34.664000,114,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_north_san_gabriel_extruded_60_trace_part2_s_2,241.184000,34.664000,241.228000,34.622000,114.3,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_north_san_gabriel_extruded_60_trace_part3_s_2,241.228000,34.622000,241.304000,34.562000,112.4,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_north_san_gabriel_extruded_60_trace_part4_s_2,241.356000,34.516000,241.439000,34.438000,116.4,0,10,0,-2.8,1.4,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_north_san_gabriel_extruded_60_trace_part5_s_2,241.304000,34.562000,241.356000,34.516000,113.2,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_owens_valley_complete_trace_part1_s,241.671000,37.236000,241.803000,36.933000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_owens_valley_complete_trace_part2_s,241.840000,36.852000,241.881000,36.776000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_owens_valley_complete_trace_part3_s,241.803000,36.933000,241.840000,36.852000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_owens_valley_complete_trace_part4_s,241.881000,36.776000,241.917000,36.696000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_owens_valley_complete_trace_part5_s,241.917000,36.696000,241.930000,36.637000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_owens_valley_complete_trace_part7_s,241.930000,36.637000,241.957000,36.554000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_pinto_mountain_extruded_90_trace_part8_sa,243.849000,34.142000,243.986000,34.120000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_pinto_mountain_extruded_90_trace_part8_sb,243.986000,34.120000,244.021000,34.116000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_pisgah_bullion_mesquite_lake_extruded_90_trace_part1_s,243.517000,34.814000,243.553000,34.767000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_pisgah_bullion_mesquite_lake_extruded_90_trace_part2_s,243.553000,34.767000,243.602000,34.685000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_pisgah_bullion_mesquite_lake_extruded_90_trace_part3_s,243.602000,34.685000,243.616000,34.636000,90,0,15,0,-1,0.5,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_pisgah_bullion_mesquite_lake_extruded_90_trace_part4_s,243.616000,34.636000,243.626000,34.587000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_pisgah_bullion_mesquite_lake_extruded_90_trace_part5_s,243.626000,34.587000,243.742000,34.489000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_pisgah_bullion_mesquite_lake_extruded_90_trace_part6_s,243.742000,34.489000,243.873000,34.359000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_pisgah_bullion_mesquite_lake_extruded_90_trace_part7_s,243.910000,34.247000,243.987000,34.143000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_pisgah_bullion_mesquite_lake_extruded_90_trace_part8_s,243.873000,34.359000,243.910000,34.247000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_raymond_complete_trace_part1_s,241.947000,34.140000,242.015000,34.161000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_raymond_complete_trace_part2_s,241.879000,34.122000,241.947000,34.140000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_raymond_complete_trace_part3_s,241.733000,34.115000,241.777000,34.122000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_raymond_complete_trace_part4_sa,241.777000,34.122000,241.825000,34.120000,90,0,15,0,0,0,0,1.5,0.8,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_raymond_complete_trace_part4_sba,241.825000,34.120000,241.843000,34.119000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_raymond_complete_trace_part4_sbba,241.843000,34.119000,241.863000,34.117000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_raymond_complete_trace_part4_sbbb,241.863000,34.117000,241.879000,34.122000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sa_cholame_extrapolated_complete_trace_part1_saaa,239.707000,35.745000,239.761000,35.694000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sa_cholame_extrapolated_complete_trace_part1_saab,239.761000,35.694000,239.815000,35.639000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sa_cholame_extrapolated_complete_trace_part1_saba,239.815000,35.639000,239.869000,35.583000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sa_cholame_extrapolated_complete_trace_part1_sabb,239.869000,35.583000,239.923000,35.528000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sa_cholame_extrapolated_complete_trace_part1_sbaa,239.923000,35.528000,239.977000,35.473000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sa_cholame_extrapolated_complete_trace_part1_sbab,239.977000,35.473000,240.031000,35.418000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sa_parkfield_extruded_90dip_trace_part1_saa,239.440000,36.002000,239.496000,35.957000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sa_parkfield_extruded_90dip_trace_part1_saba,239.496000,35.957000,239.536000,35.924000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sa_parkfield_extruded_90dip_trace_part1_sabb,239.536000,35.924000,239.585000,35.877000,90,0,0,0,-24.8,12.4,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sa_parkfield_extruded_90dip_trace_part1_sbaa,239.585000,35.877000,239.611000,35.855000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sa_parkfield_extruded_90dip_trace_part1_sbab,239.611000,35.855000,239.646000,35.825000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sa_parkfield_extruded_90dip_trace_part1_sbb,239.646000,35.825000,239.707000,35.745000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_coachella_alt2_complete_trace_part1_s,243.611000,33.852000,243.814000,33.747000,90,0,10,0,-15.5,7.8,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_coachella_alt2_complete_trace_part2_s,243.814000,33.747000,243.853000,33.709000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_coachella_alt2_complete_trace_part3_s,243.853000,33.709000,243.901000,33.671000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_coachella_alt2_complete_trace_part4_s,243.901000,33.671000,243.976000,33.612000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_coachella_alt2_complete_trace_part5_sa,243.976000,33.612000,244.067000,33.508000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_san_bernardino_alt2_complete_trace_part10_s,242.613000,34.232000,242.695000,34.188000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_san_bernardino_alt2_complete_trace_part11_s,242.549000,34.273000,242.613000,34.232000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_san_bernardino_alt2_complete_trace_part2_s,243.113000,34.019000,243.177000,33.959000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_san_bernardino_alt2_complete_trace_part3_sa,243.053000,34.049000,243.083000,34.034000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_san_bernardino_alt2_complete_trace_part3_sba,243.083000,34.034000,243.098000,34.026000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_san_bernardino_alt2_complete_trace_part3_sbb,243.098000,34.026000,243.113000,34.019000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_san_bernardino_alt2_complete_trace_part4_s,242.985000,34.070000,243.053000,34.049000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_san_bernardino_alt2_complete_trace_part5_s,242.930000,34.091000,242.985000,34.070000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_san_bernardino_alt2_complete_trace_part6_s,242.883000,34.102000,242.930000,34.091000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_san_bernardino_alt2_complete_trace_part7_s,242.813000,34.137000,242.883000,34.102000,90,0,10,0,-12.4,6.2,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_san_bernardino_alt2_complete_trace_part8_s,242.754000,34.161000,242.813000,34.137000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_andreas_san_bernardino_alt2_complete_trace_part9_s,242.695000,34.188000,242.754000,34.161000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_diego_trough_complete_trace_part30_s,243.546000,31.571000,243.611000,31.553000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_diego_trough_complete_trace_part31_s,243.611000,31.553000,243.677000,31.527000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_diego_trough_complete_trace_part32_s,243.361000,31.581000,243.471000,31.580000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_diego_trough_complete_trace_part33_s,243.471000,31.580000,243.546000,31.571000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_jacinto_valley_san_jacinto_extruded_90dip_trace_part1_s,242.778000,34.008000,242.928000,33.894000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_jacinto_valley_san_jacinto_extruded_90dip_trace_part2_s,242.928000,33.894000,242.988000,33.847000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_jacinto_valley_san_jacinto_extruded_90dip_trace_part3_s,243.073000,33.791000,243.104000,33.743000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_san_jacinto_valley_san_jacinto_extruded_90dip_trace_part4_s,242.988000,33.847000,243.073000,33.791000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_santa_monica_complete_trace_part4_s_2a,241.611000,34.074000,241.663000,34.093000,133.6,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_santa_monica_complete_trace_part4_s_2b,241.663000,34.093000,241.716000,34.111000,133.6,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_santa_susana_complete_trace_part4_s,241.388000,34.310000,241.453000,34.302000,126,0,15,0,0,0,0,6,3.9,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_santa_susana_complete_trace_part5_s,241.453000,34.302000,241.511000,34.328000,124.5,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_scodie_lineament_extruded_68_deep_trace_part1_s,241.893000,35.674000,241.995000,35.770000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sierra_nevada_truncated_at_garlock_trace_part13_s,241.966000,35.540000,241.996000,35.570000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sierra_nevada_truncated_at_garlock_trace_part14_s,241.949000,35.428000,241.966000,35.540000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sierra_nevada_truncated_at_garlock_trace_part15_s,241.991000,36.126000,242.015000,36.082000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sierra_nevada_truncated_at_garlock_trace_part16_s,242.015000,36.082000,242.093000,35.906000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sierra_nevada_truncated_at_garlock_trace_part1_s,241.960000,35.349000,241.971000,35.298000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sierra_nevada_truncated_at_garlock_trace_part2_s,241.949000,35.428000,241.960000,35.349000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sierra_nevada_truncated_at_garlock_trace_part3_s,242.091000,35.612000,242.131000,35.686000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sierra_nevada_truncated_at_garlock_trace_part4_s,241.996000,35.570000,242.091000,35.612000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sierra_nevada_truncated_at_garlock_trace_part5_s,242.096000,35.761000,242.131000,35.686000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sierra_nevada_truncated_at_garlock_trace_part6_s,242.096000,35.761000,242.105000,35.880000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sierra_nevada_truncated_at_garlock_trace_part7_s,242.093000,35.906000,242.105000,35.880000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sierra_nevada_truncated_at_garlock_trace_part8_s,241.991000,36.126000,242.010000,36.221000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_sierra_nevada_truncated_at_garlock_trace_part9_s,241.960000,36.295000,242.010000,36.221000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_south_san_gabriel_extruded_60_trace_part11_s_2,241.439000,34.438000,241.525000,34.387000,111,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_superstition_hills_san_jacinto_extruded_90dip_trace_part2_s,244.336000,32.899000,244.423000,32.851000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_superstition_mountain_san_jacinto_extruded_90dip_trace_part1_s,244.057000,33.003000,244.191000,32.928000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
