,name,lon1,lat1,lon2,lat2,dip,res,other3,other6,other7,other8,other9,other10,other11,create_ribbon_mesh,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag,ss_rate_bound_flag,ss_rate_bound_min,ss_rate_bound_max,ds_rate_bound_flag,ds_rate_bound_min,ds_rate_bound_max,ts_rate_bound_flag,ts_rate_bound_min,ts_rate_bound_max,x1,y1,z1,x2,y2,z2,length,azimuth,mid_lon_plate_carree,mid_lat_plate_carree,mid_lon,mid_lat,mid_x,mid_y,mid_z,centroid_x,centroid_y,centroid_z,centroid_lon,centroid_lat,west_labels,east_labels
258,mtl-conn1bab,135.73,34.862,135.775,34.892,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,17,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3741180.4294601553,3647042.697404678,3639642.842237484,-3742677.4970724834,3642773.5648859893,3642377.982773628,5291.733368331672,51.0156364761338,135.7525,34.877,135.7524959127929,34.877002100393895,-3741929.2855933444,3644908.442755505,3641010.7287767683,-3741929.2855933444,3644908.442755505,7.5,135.7524959127929,34.87700210039389,5,16
259,mtl-conn1bba,135.775,34.892,135.831,34.976,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,17,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3742677.4970724834,3642773.5648859893,3642377.982773628,-3742401.754217241,3635389.08812284,3650031.061444288,10630.988286191476,28.751507885816153,135.803,34.934,135.80298572803866,34.93400337183955,-3742540.9283243967,3639082.5849578036,3646205.808946144,-3742540.9283243967,3639082.5849578036,7.5,135.80298572803866,34.93400337183955,5,16
260,mtl-conn1bbb,135.831,34.976,135.876,35.058,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,17,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3742401.754217241,3635389.08812284,3650031.061444288,-3741502.157491242,3628808.082194119,3657494.3567434293,9981.312326803854,24.284977932165592,135.8535,35.016999999999996,135.8534887698362,35.01700222430689,-3741953.10387393,3632099.6930364645,3653763.847017442,-3741953.10387393,3632099.6930364645,7.5,135.8534887698362,35.01700222430689,5,16
261,muikamachia,138.334,36.727,138.387,36.856,135.0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,9,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3812458.2084542946,3392720.2323296987,3807750.4245222267,-3809175.639072138,3383490.2490817346,3819231.0936348443,15076.938097601438,18.26981841555039,138.3605,36.7915,138.36047778568616,36.7915033024588,-3810819.5874681678,3388107.5975076705,3813493.4693793245,-3810824.2984131128,3388105.9220979516,5.0,138.36042458977002,36.7915174270627,9,1
262,muikamachibaaa,138.387,36.856,138.599,37.104,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,9,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3809175.639072138,3383490.2490817346,3819231.0936348443,-3809232.9572278284,3358408.7577216164,3841248.0205197763,33373.044530226165,34.37943796564772,138.493,36.980000000000004,138.4928279949302,36.98004861829094,-3809217.3473612093,3370960.9635836463,3830252.8433612124,-3809224.847341625,3370960.9807231794,7.5,138.49275847305762,36.980086779521585,9,1
263,muikamachibaab,138.599,37.104,138.771,37.333,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,9,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3809232.9572278284,3358408.7577216164,3841248.0205197763,-3807720.641238036,3336813.2299905815,3861514.268777035,29647.3531155711,30.94027148118473,138.685,37.2185,138.68487001697417,37.21853233019579,-3808487.094365399,3347619.977713336,3851391.6963074235,-3808494.5760424687,3347619.45377801,7.5,138.68479754006822,37.2185670753637,9,1
264,muikamachibabaa,138.771,37.333,138.927,37.523,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,9,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3807720.641238036,3336813.2299905815,3861514.268777035,-3807117.1893108725,3318001.9504346806,3878282.251884763,25205.609319213134,33.16874128005364,138.849,37.428,138.8489014391448,37.42802649871774,-3807426.35369274,3327414.041754082,3869905.9184252517,-3807433.8498366703,3327413.801283332,7.5,138.84883050978686,37.4280634701297,9,1
265,muikamachibabab,138.927,37.523,139.022,37.717,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,9,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3807117.1893108725,3318001.9504346806,3878282.251884763,-3802677.701803702,3303054.6701476136,3895359.2393693263,23107.67357608983,21.25255854977701,138.97449999999998,37.620000000000005,138.97443828744017,37.6200103594128,-3804903.6907000924,3310533.713558431,3886827.227625233,-3804910.8802872803,3310531.5781811653,7.5,138.97435911158422,37.620034853616374,9,1
266,muikamachibabba,139.022,37.717,139.141,37.811,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,9,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3802677.701803702,3303054.6701476136,3895359.2393693263,-3804691.149104832,3290964.342699203,3903617.6063396335,14791.811202102674,45.106603585220206,139.0815,37.763999999999996,139.08146234818875,37.764015208009255,-3803686.9831983843,3297011.705021894,3899491.0709366696,-3803694.381312237,3297012.937057373,7.5,139.08140227285767,37.76406307773347,9,1
267,muikamachibabbb,139.141,37.811,139.322,37.92,135.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,9,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3804691.149104832,3290964.342699203,3903617.6063396335,-3809429.580050724,3274082.315692401,3913180.640632868,20000.70562254289,52.72316398402738,139.23149999999998,37.8655,139.23143334852168,37.86553503256612,-3807065.0421513403,3282527.3298619683,3908403.965182908,-3807067.4491365473,3282528.0054522385,2.5,139.23141614062746,37.86555295513013,9,1
268,muikamachibb,139.322,37.92,139.419,38.021,135.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,9,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3809429.580050724,3274082.315692401,3913180.640632868,-3809722.107172637,3263135.9447844913,3922029.1602045144,14082.666044610089,37.21509030965198,139.3705,37.9705,139.37046677657472,37.97051021522101,-3809578.1660443377,3268611.106818354,3917607.3170624143,-3809580.6651521227,3268611.1736036674,2.5,139.37044411831943,37.97052383754133,9,1
269,n_ridge_1aaaa,131.514,33.299,131.794,33.351,120.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,21,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3544766.5036563976,3965441.233388409,3500608.192959849,-3527449.758184153,3985094.1259049345,3495779.522893794,26700.840727030245,77.44901936823553,131.654,33.325,131.65395842444826,33.32507894108897,-3536115.8614153536,3975276.3428823813,3498201.5484939464,-3536119.1102794996,3975279.205552771,7.5,131.65394831830855,33.325117049828805,10,13
270,n_ridge_1aaab,131.406,33.259,131.514,33.299,120.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,21,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3527449.758184153,3985094.1259049345,3495779.522893794,-3521545.0455392622,3993565.6434957646,3492063.2017257586,10995.743844845043,66.17552290920177,131.46,33.278999999999996,131.45998768604173,33.27901176050861,-3524498.7111382126,3989331.358513192,3493922.667817275,-3524502.2635032195,3989333.8345388095,7.5,131.45996891045442,33.279047475636474,10,13
271,n_ridge_1aaba,131.236,33.208,131.406,33.259,120.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,21,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3521545.0455392622,3993565.6434957646,3492063.2017257586,-3511727.928804994,4006332.578083076,3487322.4240612197,16824.39386444596,70.30798523265901,131.321,33.2335,131.32097532943882,33.233529091728585,-3516639.543462858,3999952.5707477126,3489695.8627710124,-3516642.97609341,3999955.210264239,7.5,131.32095967493282,33.233565850731885,10,13
272,n_ridge_1aabb,131.109,33.102,131.236,33.208,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,16,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3511727.928804994,4006332.578083076,3487322.4240612197,-3507074.9659923087,4018960.9535864675,3477460.207964488,16690.619581544204,45.187627530905445,131.1725,33.155,131.17246180847093,33.15501641337534,-3509404.4600250907,4012650.184973369,3482394.3329996676,-3509404.4600250907,4012650.184973369,7.5,131.17246180847093,33.155016413375336,5,13
273,n_ridge_1aba,130.917,32.959,131.109,33.102,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,16,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3507074.9659923087,4018960.9535864675,3477460.207964488,-3499261.2644240675,4037236.581520617,3464136.667288404,23942.657443970817,48.46520097133901,131.013,33.0305,131.01292247777542,33.030537337603505,-3503174.301800263,4028105.8290337436,3470804.618936311,-3503174.301800263,4028105.8290337436,7.5,131.01292247777542,33.030537337603505,5,13
274,n_ridge_1abb,130.829,32.908,130.917,32.959,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,16,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3499261.2644240675,4037236.581520617,3464136.667288404,-3495071.0024069026,4044937.8619332635,3459379.6904578405,9986.227946780857,55.47744372195903,130.873,32.9335,130.87298737513706,32.933507797784806,-3497167.206902805,4041088.4536326802,3461759.249052319,-3497167.206902805,4041088.4536326802,7.5,130.87298737513706,32.933507797784806,5,13
275,n_ridge_2a,121.776,24.283,121.917,24.812,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3056430.8124514036,4934131.945414302,2618572.91199973,-3055651.4094860447,4905864.133926132,2672048.469747912,60311.598158702494,13.67228733766389,121.84649999999999,24.5475,121.84635217836114,24.54752112093047,-3056075.544799041,4920053.317649286,2645341.0134590412,-3056075.544799041,4920053.317649286,7.5,121.84635217836114,24.547521120930465,12,19
276,n_ridge_2baaaaa,121.917,24.812,122.486,24.909,90.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3055651.4094860447,4905864.133926132,2672048.469747912,-3101785.596621532,4871454.453086754,2681829.4288808615,58500.44407568114,79.29689580465444,122.20150000000001,24.860500000000002,122.20138902929376,24.860771088616865,-3078750.8636264815,4888710.561960548,2676967.243470417,-3078750.8636264815,4888710.561960548,2.5,122.20138902929376,24.86077108861686,12,19
277,n_ridge_2baaaab,122.486,24.909,123.194,24.854,90.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3101785.596621532,4871454.453086754,2681829.4288808615,-3163151.43173573,4834907.024814147,2676284.465977045,71799.92224128402,94.71853783367385,122.84,24.8815,122.84007836825327,24.881919782290197,-3132517.98321505,4853257.462881859,2679099.5773458807,-3132517.98321505,4853257.462881859,2.5,122.84007836825327,24.881919782290197,19,12
278,n_ridge_2baaab,123.194,24.854,123.717,24.895,90.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3163151.43173573,4834907.024814147,2676284.465977045,-3206088.5382914227,4804238.329078012,2680418.2180348444,53045.14520157366,84.97848622686716,123.4555,24.874499999999998,123.45545685922615,24.874729018160398,-3184647.4758136305,4819614.237488206,2678374.6037688353,-3184647.4758136305,4819614.237488206,2.5,123.45545685922615,24.8747290181604,12,19
279,n_ridge_2baab,123.717,24.895,123.785,24.909,90.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3206088.5382914227,4804238.329078012,2680418.2180348444,-3211423.764773083,4799885.392273262,2681829.4288808615,7042.900223420725,77.26529397089887,123.751,24.902,123.7509980822879,24.902003877462082,-3208756.6405255897,4802062.590549135,2681124.2343185972,-3208756.6405255897,4802062.590549135,2.5,123.7509980822879,24.902003877462082,12,19
280,n_ridge_2bab,123.785,24.909,124.686,25.143,90.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3211423.764773083,4799885.392273262,2681829.4288808615,-3280243.400316753,4739747.165322197,2705393.040764615,94558.77723803662,73.89989962233788,124.2355,25.026,124.23507287204148,25.026683567914464,-3245922.801953245,4769946.965439002,2693685.6854834175,-3245922.801953245,4769946.965439002,2.5,124.23507287204148,25.026683567914464,12,19
281,n_ridge_2bb,124.671,25.473,124.686,25.143,90.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3280243.400316753,4739747.165322197,2705393.040764615,-3270084.0900226645,4727712.118389828,2738546.9927188787,36587.76454866608,177.63077346965545,124.67850000000001,25.308,124.67851015731362,25.30800203693661,-3275177.2944039884,4733749.235003302,2721981.508358431,-3275177.2944039884,4733749.235003302,2.5,124.67851015731362,25.30800203693661,12,20
282,n_ridge_3aaaaaaa,124.671,25.473,125.732,25.652,90.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3270084.0900226645,4727712.118389828,2738546.9927188787,-3352053.1276388788,4659381.935110895,2756492.5673340163,108443.35749313209,79.23507961417319,125.20150000000001,25.5625,125.2011057811637,25.563461813202373,-3311188.169807174,4693716.132282066,2747619.557945226,-3311188.169807174,4693716.132282066,2.5,125.2011057811637,25.56346181320237,12,20
283,n_ridge_3aaaaaab,125.64,25.914,125.732,25.652,90.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3352053.1276388788,4659381.935110895,2756492.5673340163,-3337187.5954533666,4654465.756821807,2782710.716701325,30457.094002316186,162.34370253829695,125.686,25.783,125.6860505283766,25.783008451246772,-3344629.920805369,4656937.203284617,2769609.726845308,-3344629.920805369,4656937.203284617,2.5,125.6860505283766,25.78300845124677,12,20
284,n_ridge_3aaaaaba,125.64,25.914,126.101,26.135,90.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3337187.5954533666,4654465.756821807,2782710.716701325,-3368179.528772806,4618757.706046234,2804780.807177871,52237.946403684255,61.94872547466841,125.87049999999999,26.024500000000003,125.87028412151476,26.024684642580223,-3352711.7476052046,4636650.510485514,2793769.3968191957,-3352711.7476052046,4636650.510485514,2.5,125.87028412151476,26.024684642580223,12,20
285,n_ridge_3aaaaabb,126.101,26.135,126.363,26.369,90.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3368179.528772806,4618757.706046234,2804780.807177871,-3382444.8645307394,4594044.836020501,2828103.648129256,36840.60338921807,45.21631496007271,126.232,26.252000000000002,126.23186877964584,26.252060683739167,-3375326.3504312322,4606420.467216129,2816454.14818277,-3375326.3504312322,4606420.467216129,2.5,126.23186877964584,26.252060683739167,12,20
286,n_ridge_3aaaab,126.363,26.369,126.439,26.52,90.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3382444.8645307394,4594044.836020501,2828103.648129256,-3384096.874402893,4583542.102165386,2843128.8405299014,18367.123241569763,24.357543600101025,126.401,26.444499999999998,126.40097522862729,26.444505450575665,-3383274.4015512946,4588798.237283715,2835619.248564344,-3383274.4015512946,4588798.237283715,2.5,126.40097522862729,26.444505450575665,12,20
287,n_ridge_3aaab,126.439,26.52,126.809,26.823,90.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3384096.874402893,4583542.102165386,2843128.8405299014,-3404569.156035544,4549491.464130998,2873219.0555350343,49835.190464503255,47.567084066233534,126.624,26.6715,126.62375559069396,26.67162206047874,-3394359.0476375897,4566551.586532487,2858196.0612906646,-3394359.0476375897,4566551.586532487,2.5,126.62375559069396,26.67162206047874,12,20
288,n_ridge_3aabaa,126.752,26.972,126.809,26.823,90.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3404569.156035544,4549491.464130998,2873219.0555350343,-3395559.1304661063,4546874.067000942,2887986.473628571,17453.614126688983,161.05545511242047,126.78049999999999,26.8975,126.7805186981996,26.89750326809039,-3400067.3317985823,4548187.047398559,2880605.5236062882,-3400067.3317985823,4548187.047398559,2.5,126.7805186981996,26.89750326809039,12,20
289,n_ridge_3aababa,126.752,26.972,126.885,27.154,90.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3395559.1304661063,4546874.067000942,2887986.473628571,-3400581.255365204,4531619.368097837,2905998.019589551,24098.83115219771,33.16379806480709,126.8185,27.063000000000002,126.818446325061,27.063016307838527,-3398076.2961457795,4539254.823060107,2896997.5143960253,-3398076.2961457795,4539254.823060107,2.5,126.818446325061,27.063016307838527,12,20
290,n_ridge_3aababb,126.885,27.154,127.408,27.484,90.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3400581.255365204,4531619.368097837,2905998.019589551,-3431579.2111523,4487020.713555481,2938581.408644387,63376.07174943025,54.641775818745984,127.1465,27.319000000000003,127.14611305210958,27.31924657126946,-3416122.545945047,4509375.5581451,2922326.1775867012,-3416122.545945047,4509375.5581451,2.5,127.14611305210958,27.31924657126946,12,20
291,n_ridge_3aabb,127.325,27.643,127.408,27.484,90.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3431579.2111523,4487020.713555481,2938581.408644387,-3420117.8964934372,4485485.027249556,2954245.945402037,19432.47854618099,155.03225958990237,127.3665,27.5635,127.36652989852404,27.563506652932684,-3425852.5302558313,4486258.103367968,2946417.1687702285,-3425852.5302558313,4486258.103367968,2.5,127.36652989852404,27.563506652932688,12,20
292,na-e,268.64,12.88,285.123,83.254,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,195139.79986775652,-722067.6601084375,6323360.674060283,-147324.03204776748,-6205485.229409703,1419366.111571716,7856039.445030793,2.0316986864176676,276.88149999999996,48.067,270.3996585181603,48.275559764786834,29560.242433009847,-4237741.93914273,4752370.030923216,29560.242433009847,-4237741.93914273,7.5,270.3996585181603,48.275559764786834,2,6
293,neodaniaaa,137.158,35.27,137.2,35.203,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,30,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3817547.1256258446,3535087.3987832074,3670673.301740302,-3811804.8313382594,3534963.712312936,3676754.947223987,8358.810036151643,152.7705867586448,137.17899999999997,35.23650000000001,137.17900863435233,35.23650191459822,-3814676.794305489,3535026.316368445,3673714.9262141674,-3814676.794305489,3535026.316368445,7.5,137.17900863435233,35.236501914598215,17,18
294,neodaniaab,136.89,35.428,137.158,35.27,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,30,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3811804.8313382594,3534963.712312936,3676754.947223987,-3787812.0667204508,3545812.0584272756,3691076.8151093377,30012.326366819878,125.66046277523186,137.024,35.349000000000004,137.024130470477,35.34907479273086,-3799818.898375759,3540397.6937926426,3683926.162513736,-3799818.898375759,3540397.6937926426,7.5,137.024130470477,35.34907479273085,17,18
295,neodaniaba,136.713,35.52,136.89,35.428,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,30,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3787812.0667204508,3545812.0584272756,3691076.8151093377,-3772521.0381642543,3553428.2583871153,3699403.2073596716,19032.87689561318,122.38073057537433,136.80149999999998,35.474000000000004,136.80155040726513,35.47403262269859,-3780170.732447083,3549624.111451932,3695244.1546491324,-3780170.732447083,3549624.111451932,7.5,136.80155040726513,35.474032622698594,17,18
296,neodaniabb,136.55,35.726,136.713,35.52,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,30,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3772521.0381642543,3553428.2583871153,3699403.2073596716,-3752716.375830954,3554976.0306727774,3718012.464399659,27211.12697217513,147.08781108118242,136.63150000000002,35.623000000000005,136.63160451579682,35.623028448028776,-3762627.2258496773,3554210.249347574,3708716.398465435,-3762627.2258496773,3554210.249347574,7.5,136.63160451579682,35.62302844802877,17,18
297,neodanib,136.375,35.886,136.55,35.726,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,30,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3752716.375830954,3554976.0306727774,3718012.464399659,-3734310.55421103,3559244.196222214,3732433.1069539096,23777.038594203863,138.24882431472838,136.4625,35.806,136.46258774460992,35.806032374940024,-3743519.929407588,3557116.3043057476,3725229.3348583835,-3743519.929407588,3557116.3043057476,7.5,136.46258774460992,35.806032374940024,17,18
298,neryu,128.531,28.366,130.0,26.986,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3647267.471469921,4346644.112276278,2889373.014044809,-3490265.281186713,4382995.117352079,3025186.5280887214,210680.72295266142,136.1951619802655,129.2655,27.676000000000002,129.27011531244452,27.677981146577608,-3569251.8596204175,4365417.182425381,2957689.2073881696,-3569251.8596204175,4365417.182425381,7.5,129.27011531244452,27.6779811465776,20,13
299,nktz2,136.375,35.886,136.898,36.211,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,19,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3751124.8875996885,3510486.1946485094,3761635.311447864,-3734310.55421103,3559244.196222214,3732433.1069539096,59341.151904569764,52.42266340211907,136.6365,36.048500000000004,136.63596255822867,36.04878738423029,-3742758.237682991,3534903.169472434,3747075.1017598864,-3742758.237682991,3534903.169472434,7.5,136.63596255822867,36.04878738423029,5,18
300,nktz3,136.133,35.711,136.375,35.886,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,18,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3734310.55421103,3559244.196222214,3732433.1069539096,-3727445.6436348553,3582868.405179143,3716659.0409177463,29249.620793620994,48.33564414828534,136.25400000000002,35.798500000000004,136.2538673228867,35.79856152318558,-3730887.916731491,3571065.624542625,3724555.962731122,-3730887.916731491,3571065.624542625,7.5,136.2538673228867,35.798561523185576,5,17
301,nnktzaa,138.226,36.671,138.334,36.727,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,9,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3812458.2084542946,3392720.2323296987,3807750.4245222267,-3808830.0094935233,3402378.222771348,3802760.556426327,11478.734584313264,57.18966440060007,138.28,36.699,138.27998041552354,36.69901231186588,-3810645.6511413986,3397550.5924091726,3805257.0419061366,-3810652.672066875,3397553.229946937,7.5,138.2799349377592,36.699069114617636,9,1
302,nnktzab,138.121,36.611,138.226,36.671,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,9,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3808830.0094935233,3402378.222771348,3802760.556426327,-3805551.350797656,3412009.0652551306,3797410.2381199165,11511.041841302966,54.62895445644779,138.1735,36.641,138.17347964270297,36.641011643771094,-3807192.2300782376,3407195.0205339836,3800086.9564786716,-3807199.3299358855,3407197.437561368,7.5,138.1734310952291,36.64106675417064,9,1
303,nnktzb,137.843,36.562,138.121,36.611,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,9,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3805551.350797656,3412009.0652551306,3797410.2381199165,-3791357.57927,3432611.8344826135,3793037.7221167795,25465.8717319933,77.58834529931079,137.982,36.5865,137.9819560705679,36.58658109535584,-3798462.010842909,3422317.2255228306,3795231.5636324445,-3798462.010842909,3422317.2255228306,7.5,137.9819560705679,36.58658109535584,9,1
304,nw-izua,138.834,35.354,138.974,35.377,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,12,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3916726.0118867774,3407879.637520892,3686456.996290475,-3909501.0229324307,3418413.6395622683,3684372.5927305366,12976.624298037284,78.6186589078159,138.904,35.3655,138.9039900724705,35.365520283977325,-3913115.536041118,3413148.393907991,3685416.707005593,-3913121.7210492464,3413152.6360388766,7.5,138.9039737869179,35.36558655433391,1,15
