,Unnamed: 0,name,lon1,lat1,lon2,lat2,dip,res,other3,other6,other7,other8,other9,other10,other11,other12,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag,centroid_lon,centroid_lat
5233,5233,hagerbab                                                            ,103.364,32.991,103.672,33.189,90.0,100,0,0,0,0,0,0,0,0,16.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,10.0,0,0,0,0,0,0,-1,0,0,0,103.518,33.09
5234,5234,hagerbbaa                                                           ,103.672,33.189,103.715,33.408,90.0,100,0,0,0,0,0,0,0,0,16.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,10.0,0,0,0,0,0,0,-1,0,0,0,103.6935,33.298500000000004
5235,5235,hagerbbab                                                           ,103.715,33.408,103.686,33.542,90.0,100,0,0,0,0,0,0,0,0,16.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,10.0,0,0,0,0,0,0,-1,0,0,0,103.7005,33.475
5236,5236,hagerbbb                                                            ,103.686,33.542,103.583,33.609,90.0,100,0,0,0,0,0,0,0,0,16.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,10.0,0,0,0,0,0,0,-1,0,0,0,103.6345,33.575500000000005
5237,5237,hidakaaaa                                                           ,144.686,41.043,144.363,41.22,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,144.5245,41.1315
5238,5238,hidakaaab                                                           ,144.363,41.22,143.998,41.537,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,144.1805,41.3785
5239,5239,hidakaabaa                                                          ,143.998,41.537,143.858,41.627,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,143.928,41.582
5240,5240,hidakaabab                                                          ,143.858,41.627,143.653,41.764,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,143.75549999999998,41.6955
5241,5241,hidakaabba                                                          ,143.653,41.764,143.313,41.994,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,143.483,41.879000000000005
5242,5242,hidakaabbbaab                                                       ,141.941,42.628,141.839,42.696,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,141.89,42.662
5243,5243,hidakaabbbab                                                        ,141.839,42.696,141.769,42.78,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,141.804,42.738
5244,5244,hima-blockba                                                        ,89.553,28.335,87.745,28.224,90.0,100,0,0,0,0,0,0,0,0,16.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,10.0,0,0,0,0,0,0,-1,0,0,0,88.649,28.2795
5245,5245,hima-blockbb                                                        ,87.745,28.224,86.14,29.265,90.0,100,0,0,0,0,0,0,0,0,16.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,10.0,0,0,0,0,0,0,-1,0,0,0,86.9425,28.744500000000002
5246,5246,hiraaaa                                                             ,135.876,35.058,135.918,35.21,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,135.897,35.134
5247,5247,hiraaab                                                             ,135.918,35.21,136.016,35.279,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,135.96699999999998,35.2445
5248,5248,hiraaba                                                             ,136.016,35.279,136.032,35.367,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,136.024,35.323
5249,5249,hiraabb                                                             ,136.032,35.367,136.025,35.49,45.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,136.0285,35.4285
5250,5250,hiraba                                                              ,136.025,35.49,136.05,35.574,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,136.03750000000002,35.532
5251,5251,hirabb                                                              ,136.05,35.574,136.133,35.711,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,136.0915,35.6425
5252,5252,hokk-sakhalinaaa                                                    ,141.754,42.843,141.769,42.78,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,141.7615,42.8115
5253,5253,hokk-sakhalinaaba                                                   ,141.754,42.843,141.733,42.941,150.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,141.74349999999998,42.892
5254,5254,hokk-sakhalinaabb                                                   ,141.733,42.941,141.74,43.075,30.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,141.7365,43.008
5255,5255,hokk-sakhalinaba                                                    ,141.74,43.075,141.8,43.244,30.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,141.77,43.1595
5256,5256,hokk-sakhalinabbaa                                                  ,141.8,43.244,141.847,43.538,45.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,141.82350000000002,43.391
5257,5257,hokk-sakhalinabbab                                                  ,141.847,43.538,141.91,43.809,45.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,141.8785,43.6735
5258,5258,hokk-sakhalinabbb                                                   ,141.91,43.809,141.972,44.442,45.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,141.941,44.1255
5259,5259,hokk-sakhalinbaaaa                                                  ,141.972,44.442,141.964,44.683,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,141.96800000000002,44.5625
5260,5260,hokk-sakhalinbaaaba                                                 ,141.964,44.683,141.949,44.866,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,141.9565,44.7745
5261,5261,hokk-sakhalinbaaabb                                                 ,141.949,44.866,141.925,44.968,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,141.937,44.917
5262,5262,hokk-sakhalinbaab                                                   ,141.925,44.968,141.886,45.166,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,141.90550000000002,45.067
5263,5263,hokk-sakhalinbab                                                    ,141.886,45.166,141.846,45.431,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,141.86599999999999,45.2985
5264,5264,hokk-sakhalinbba                                                    ,141.846,45.431,141.448,46.555,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,141.647,45.992999999999995
5265,5265,hokk-sakhalinbbb                                                    ,141.448,46.555,141.276,46.92,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,141.36200000000002,46.7375
5266,5266,hokk_japseaaa                                                       ,140.706,41.409,140.698,41.453,45.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,140.702,41.431
5267,5267,hokk_japseaaba                                                      ,140.698,41.453,140.497,42.22,45.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,1.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,140.59750000000003,41.8365
5268,5268,hokk_japseaabba                                                     ,140.497,42.22,140.471,42.292,45.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,1.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,140.484,42.256
5269,5269,hokk_japseaabbb                                                     ,140.471,42.292,140.401,42.526,45.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,1.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,140.436,42.409000000000006
5270,5270,honduras_grabens_close                                              ,272.349,15.796,272.264,16.205,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,272.3065,16.0005
5271,5271,hondurasaa                                                          ,272.169,14.978,272.298,14.768,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,272.2335,14.873000000000001
5272,5272,hondurasab                                                          ,272.298,14.768,272.443,14.382,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,272.3705,14.575
5273,5273,hondurasbaaa                                                        ,272.443,14.382,272.371,14.032,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,272.407,14.207
5274,5274,hondurasbaab                                                        ,272.371,14.032,272.317,13.841,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,272.344,13.936499999999999
5275,5275,hondurasbab                                                         ,272.317,13.841,272.26,13.683,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,272.2885,13.762
5276,5276,hondurasbb                                                          ,272.26,13.683,272.237,13.499,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,272.24850000000004,13.591000000000001
5277,5277,imp_east2b                                                          ,139.225,35.028,139.169,34.519,70.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,139.197,34.7735
5278,5278,imp_eastaa                                                          ,137.803,33.438,138.718,33.705,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,138.26049999999998,33.5715
5279,5279,imp_eastab                                                          ,138.718,33.705,138.98,33.992,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,138.849,33.8485
5280,5280,imp_eastb                                                           ,138.98,33.992,139.169,34.519,110.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,139.0745,34.2555
5281,5281,in_144                                                              ,91.554,9.104,91.533,9.604,150.0,100,0,0,0,0,0,0,0,0,30.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,91.5435,9.354
5282,5282,in_145                                                              ,91.533,9.604,91.559,10.056,30.0,100,0,0,0,0,0,0,0,0,30.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,91.54599999999999,9.829999999999998
5283,5283,in_146                                                              ,91.559,10.056,91.576,10.514,30.0,100,0,0,0,0,0,0,0,0,30.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,91.5675,10.285
5284,5284,in_147                                                              ,91.576,10.514,91.591,11.3,30.0,100,0,0,0,0,0,0,0,0,30.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,91.58349999999999,10.907
5285,5285,in_157a                                                             ,93.994,16.008,94.544,15.91,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,94.269,15.959
5286,5286,in_157b                                                             ,94.544,15.91,95.095,15.813,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,94.8195,15.8615
5287,5287,in_158                                                              ,95.095,15.813,95.912,15.534,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,95.5035,15.6735
5288,5288,in_159                                                              ,95.912,15.534,96.406,15.136,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,96.159,15.335
5289,5289,in_254                                                              ,64.275,23.694,63.631,23.201,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,63.953,23.447499999999998
5290,5290,in_255                                                              ,63.631,23.201,62.877,22.683,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,63.254000000000005,22.942
5291,5291,in_256                                                              ,62.877,22.683,62.502,22.385,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,62.6895,22.534
5292,5292,in_257                                                              ,62.502,22.385,62.133,22.083,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,62.3175,22.234
5293,5293,in_258                                                              ,62.133,22.083,62.096,21.425,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,62.1145,21.753999999999998
5294,5294,in_259                                                              ,62.096,21.425,61.848,21.126,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,61.971999999999994,21.2755
5295,5295,in_260                                                              ,61.848,21.126,61.492,20.644,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,61.67,20.884999999999998
5296,5296,in_261                                                              ,61.492,20.644,61.23,20.23,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,61.361,20.436999999999998
5297,5297,in_262                                                              ,61.23,20.23,60.97,19.813,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,61.099999999999994,20.0215
5298,5298,in_263                                                              ,60.97,19.813,60.712,19.306,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,60.841,19.5595
5299,5299,in_264                                                              ,60.712,19.306,60.456,18.798,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,60.584,19.052
5300,5300,in_265                                                              ,60.456,18.798,60.215,18.24,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,60.3355,18.519
5301,5301,in_266                                                              ,60.215,18.24,60.062,17.458,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,60.1385,17.848999999999997
5302,5302,in_267                                                              ,60.062,17.458,60.02,16.713,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,60.041,17.0855
5303,5303,in_268                                                              ,60.02,16.713,59.964,16.142,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,59.992000000000004,16.427500000000002
5304,5304,in_269                                                              ,59.964,16.142,59.909,15.572,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,59.936499999999995,15.857
5305,5305,in_270                                                              ,59.909,15.572,59.642,15.242,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,59.7755,15.407
5306,5306,in_271                                                              ,59.642,15.242,59.41,14.895,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,59.525999999999996,15.0685
5307,5307,in_272                                                              ,59.41,14.895,59.034,15.088,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,59.221999999999994,14.991499999999998
5308,5308,in_273                                                              ,59.034,15.088,58.589,14.646,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,58.811499999999995,14.867
5309,5309,in_274                                                              ,58.589,14.646,58.213,14.916,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,58.400999999999996,14.781
5310,5310,in_275                                                              ,58.213,14.916,57.984,14.599,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,58.0985,14.7575
5311,5311,in_276                                                              ,57.984,14.599,57.476,14.662,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,57.730000000000004,14.630500000000001
5312,5312,in_277                                                              ,57.476,14.662,57.002,14.66,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,57.239000000000004,14.661000000000001
5313,5313,in_278                                                              ,57.002,14.66,56.819,14.302,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,56.9105,14.481
5314,5314,in_sumatra_connect                                                  ,91.595,11.778,91.591,11.3,25.0,100,0,0,0,0,0,0,0,0,30.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,91.59299999999999,11.539000000000001
5315,5315,inca2_closeN                                                        ,282.072,-2.342,281.995,-1.474,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,282.0335,-1.908
5316,5316,inca2_connect                                                       ,292.004,-13.903,292.577,-14.527,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,292.2905,-14.215
5317,5317,inner_makran_connect                                                ,57.942,27.357,56.949,27.93,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,57.445499999999996,27.6435
5318,5318,ionian_connect2                                                     ,21.222,37.075,21.24,36.429,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,21.231,36.752
5319,5319,iran_1                                                              ,52.797,33.235,54.5,33.0,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,53.6485,33.1175
5320,5320,iran_8                                                              ,52.3,33.2,52.2,30.5,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,52.25,31.85
5321,5321,ishikari                                                            ,141.941,42.628,142.112,42.462,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,142.0265,42.545
5322,5322,istl_conna                                                          ,137.85,37.094,137.919,37.329,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,137.8845,37.2115
5323,5323,istl_connb                                                          ,137.919,37.329,138.516,37.915,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,138.2175,37.622
5324,5324,istlaa                                                              ,138.078,36.015,138.181,35.957,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,138.1295,35.986000000000004
5325,5325,istlaba                                                             ,138.181,35.957,138.288,35.858,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,138.23450000000003,35.9075
5326,5326,istlabb                                                             ,138.288,35.858,138.395,35.76,45.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,138.3415,35.809
5327,5327,istlba                                                              ,138.395,35.76,138.442,35.653,30.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,138.4185,35.7065
5328,5328,istlbb                                                              ,138.442,35.653,138.484,35.543,30.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,138.46300000000002,35.598
5329,5329,j_back_arc_2aa                                                      ,137.884,36.437,137.934,36.273,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,5,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,137.909,36.355000000000004
5330,5330,j_back_arc_2abaa                                                    ,137.934,36.273,137.99,36.175,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,5,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,137.962,36.224000000000004
5331,5331,j_back_arc_2abab                                                    ,137.99,36.175,138.047,36.078,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,5,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,138.01850000000002,36.1265
5332,5332,j_back_arc_2abb                                                     ,138.047,36.078,138.078,36.015,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,5,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,138.0625,36.0465
5333,5333,j_back_arc_2baaaaa                                                  ,137.884,36.437,137.843,36.562,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,5,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,137.8635,36.4995
5334,5334,j_back_arc_2baaaab                                                  ,137.843,36.562,137.856,36.691,45.0,100,0,0,0,0,0,0,0,0,15.0,5,0,5,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,137.84949999999998,36.6265
5335,5335,j_back_arc_2baaaba                                                  ,137.856,36.691,137.86,36.883,45.0,100,0,0,0,0,0,0,0,0,15.0,5,0,5,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,137.858,36.787000000000006
5336,5336,j_back_arc_2baaabb                                                  ,137.86,36.883,137.85,37.094,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,5,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,137.85500000000002,36.9885
5337,5337,j_back_arc_2babaa                                                   ,138.516,37.915,138.534,38.14,90.0,100,0,0,0,0,0,0,0,0,35.0,5,0,5,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,138.52499999999998,38.0275
5338,5338,j_back_arc_2babab                                                   ,138.534,38.14,138.601,38.461,90.0,100,0,0,0,0,0,0,0,0,35.0,5,0,5,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,138.5675,38.3005
5339,5339,j_back_arc_2babbaa                                                  ,138.601,38.461,138.872,38.911,90.0,100,0,0,0,0,0,0,0,0,40.0,5,0,5,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,138.7365,38.686
